Nx=24 Ny= 6  N_up=132
          98          43  2.588640060569783E-006 1.889674940434731E-020 
          98          44  -1.303932313534427E-005 -3.038206169734927E-020 
          98          45  9.946505885884179E-006 -1.680252999303528E-020 
          98          46  8.637416120622015E-006 1.733240930618806E-020 
          98          47  -1.242511341298838E-005 1.509391342791727E-020 
          98          48  3.097800976825314E-006 1.437240254718189E-020 
          98          49  2.245132900722874E-005 1.978477275143730E-019 
          98          50  -2.180250186668562E-005 -5.534236828735458E-021 
          98          51  -2.291701826442194E-005 -1.241527764488279E-020 
          98          52  -2.010265738605562E-005 2.357710040320654E-020 
          98          53  2.299453861914006E-005 -7.872691430303208E-020 
          98          54  -1.090181917622578E-004 3.452614464976015E-020 
          98          55  -4.491928850823719E-005 2.033757318762058E-019 
          98          56  3.099785903713321E-006 5.021126902059663E-021 
          98          57  -5.986052104871887E-007 4.360245318040208E-020 
          98          58  -4.738045703093116E-005 -1.451943864191192E-020 
          98          59  3.707032064811898E-005 3.237703944435809E-021 
          98          60  2.937982828251530E-005 9.575859046638556E-020 
          98          61  -5.780226364385397E-005 -5.958404716623184E-020 
          98          62  -2.732187027768808E-004 -2.975225276300113E-019 
          98          63  -5.586986074901145E-005 2.165980457769316E-019 
          98          64  -3.628803506576894E-005 -3.702902087859223E-020 
          98          65  -2.282097496352278E-005 3.018658022254005E-019 
          98          66  -3.206040910756855E-005 -6.246353362190669E-020 
          98          67  -1.619979777532551E-004 1.702905529524212E-019 
          98          68  -1.686068118021217E-004 -2.215354894459278E-019 
          98          69  -1.488891091801738E-005 -1.269528589396000E-019 
          98          70  -4.555479555985234E-004 1.105217754392119E-018 
          98          71  -4.784398493986948E-004 -2.568029020504101E-019 
          98          72  -3.161708548129474E-005 -1.408957345798029E-019 
          98          73  -5.610220322284606E-005 7.384953779147919E-020 
          98          74  7.641291331264561E-007 -7.454382774865123E-019 
          98          75  -8.057454870284296E-004 1.613824612149373E-019 
          98          76  1.067876024867391E-005 9.492454102421649E-020 
          98          77  -8.230688058758871E-004 -9.407204420756811E-019 
          98          78  -3.231968500869078E-006 5.888576322544316E-019 
          98          79  -1.678090903949345E-003 1.453683128907057E-018 
          98          80  1.089779256377870E-003 2.706057574060131E-018 
          98          81  -2.523928911148389E-003 -4.687101878427261E-019 
          98          82  -2.587445471860778E-003 -4.643758596251277E-018 
          98          83  1.075538907638670E-003 2.121152790721038E-019 
          98          84  -1.629717076964622E-003 5.311874296737978E-018 
          98          85  -4.217496768543732E-003 2.010041933899183E-017 
          98          86  2.113638407198133E-003 -3.031951772719751E-018 
          98          87  5.085486013274922E-003 1.940015221310342E-018 
          98          88  2.260838315404489E-003 4.841273753903063E-018 
          98          89  -4.178093042489137E-003 7.724002396365319E-018 
          98          90  -4.341507331207141E-005 -1.793330152492040E-019 
          98          91  6.411546022952901E-003 -1.031046663002820E-017 
          98          92  -7.845366178819915E-002 4.773804874273517E-017 
          98          93  -7.904934548476050E-002 1.871948987466117E-016 
          98          94  6.448436418813114E-003 2.268134342795944E-018 
          98          95  -3.638889583235682E-003 1.430281268497191E-018 
          98          96  -3.688038755264746E-003 1.786433710463770E-018 
          98          97  -8.188641192851021E-002 -1.755661355600408E-019 
          98          98  0.469035865495668 -6.087300398601162E-018 
          98          99  -8.108858660099715E-002 8.353898437914382E-018 
          98         100  2.314895605704108E-003 -5.245942807815857E-018 
          98         101  1.585249337428284E-003 -2.485211435853174E-018 
          98         102  2.310822748644361E-003 2.891638830893905E-018 
          98         103  -7.414000029965426E-002 -3.886154066758676E-018 
          98         104  -7.384400059935740E-002 -8.749182307956194E-019 
          98         105  6.151982559523123E-003 4.594359173680897E-018 
          98         106  -3.217053371888811E-003 -1.790118114108512E-018 
          98         107  -3.218987356378482E-003 -4.054203016744118E-019 
          98         108  6.066586068619126E-003 1.187588282972889E-018 
          99          37  3.501642602111977E-006 -9.907861558158159E-021 
          99          38  -1.854846913739445E-006 1.686812637489007E-022 
          99          39  3.564121211609043E-006 -2.935398588545096E-020 
          99          40  5.183660034941902E-007 2.864514718605932E-020 
          99          41  -8.804282671415704E-006 -1.198414146514013E-020 
          99          42  8.668090151920103E-007 -6.421010787975071E-022 
          99          43  2.450656134262347E-006 7.559665447821811E-021 
          99          44  2.720886327170364E-006 -9.307005297310973E-021 
          99          45  -1.349414735385728E-005 1.595525658388216E-020 
          99          46  1.100765081920989E-005 -1.003045617240929E-020 
          99          47  8.760324368226548E-006 5.696520221058943E-021 
          99          48  -1.290445149208074E-005 1.531358007833824E-021 
          99          49  -1.044515591754372E-004 -2.923617169364016E-020 
          99          50  2.473410356321075E-005 -1.977597737577707E-019 
          99          51  -2.075316255851549E-005 2.090353448959645E-020 
          99          52  -2.312812784275199E-005 4.757058935625622E-020 
          99          53  -1.839419355440417E-005 -2.076579690109084E-020 
          99          54  2.239568344232562E-005 2.626220519516539E-020 
          99          55  3.187092516768430E-005 7.557335985489810E-020 
          99          56  -4.520854892838364E-005 -6.763465037707328E-020 
          99          57  -3.321144043729685E-006 2.629181658354292E-020 
          99          58  -2.177760475157032E-006 -1.787935707188596E-020 
          99          59  -5.073374950539802E-005 1.132732733705031E-019 
          99          60  3.656810412185465E-005 4.447476908789556E-020 
          99          61  -3.513612591941136E-005 -2.168140204479970E-019 
          99          62  -5.286073698635347E-005 -2.827152761989774E-020 
          99          63  -2.714325544614233E-004 2.747606784427757E-019 
          99          64  -4.658847541001491E-005 -5.156236430876888E-019 
          99          65  -3.209337748701276E-005 6.021450921889855E-020 
          99          66  -3.093283344659864E-005 -6.255488623813928E-019 
          99          67  -3.355728295571554E-005 2.659663787208250E-019 
          99          68  -1.516688201596414E-004 2.627621254035547E-019 
          99          69  -1.501305937108202E-004 -5.076230975903079E-019 
          99          70  -2.757403347453045E-005 -1.889817722620704E-020 
          99          71  -4.669633123630347E-004 9.357400763046742E-020 
          99          72  -4.702214100890450E-004 5.409782055021258E-019 
          99          73  -1.376055947248008E-005 2.368257392228888E-020 
          99          74  -5.913322526788246E-005 -1.829198044988844E-018 
          99          75  -1.419439510898443E-005 3.943617504849026E-019 
          99          76  -8.088322247944603E-004 2.126575357329292E-018 
          99          77  9.329228589113021E-006 1.414652263304790E-019 
          99          78  -8.240614540309613E-004 4.768661861333917E-019 
          99          79  -1.603420337176158E-003 -3.555163324285208E-019 
          99          80  -1.573156917975767E-003 -2.312916388102545E-018 
          99          81  1.065218547948144E-003 4.892196924689201E-019 
          99          82  -2.416804071997678E-003 6.684276358399421E-019 
          99          83  -2.453872374789123E-003 9.257894297601765E-019 
          99          84  1.091642958190365E-003 3.565628887745046E-019 
          99          85  -7.492434761436118E-005 2.285511789703066E-018 
          99          86  -4.035239728436936E-003 4.783203151736539E-018 
          99          87  2.073361981651172E-003 7.860167816587272E-019 
          99          88  4.995930480677161E-003 -1.529196989025536E-017 
          99          89  2.226054960869420E-003 -4.910292118966697E-018 
          99          90  -4.264015289208519E-003 -1.951865632899650E-017 
          99          91  -3.522761443143064E-003 -1.239334039674868E-018 
          99          92  6.390731505065876E-003 7.025059639962010E-018 
          99          93  -7.771778711765778E-002 -2.368870403374227E-017 
          99          94  -7.870243422306612E-002 1.106197637823338E-017 
          99          95  6.540477707624121E-003 -2.113791128096043E-018 
          99          96  -3.551698404466608E-003 -1.989713319708183E-018 
          99          97  2.271303617606031E-003 8.868256925770776E-019 
          99          98  -8.108858660099715E-002 8.353898437914382E-018 
          99          99  0.469045738749874 -2.215745328309342E-017 
          99         100  -8.179973549925183E-002 5.067947814485348E-018 
          99         101  2.261076980842698E-003 -1.711098538008631E-018 
          99         102  1.586596740390647E-003 3.555717681347978E-018 
          99         103  6.180305537013945E-003 -7.627395717971931E-019 
          99         104  -7.493642197039721E-002 9.487297308050784E-019 
          99         105  -7.429878824507098E-002 -2.901418443421166E-019 
          99         106  6.130225520144225E-003 -9.236044823831848E-019 
          99         107  -3.282935260244165E-003 5.392580769427051E-019 
          99         108  -3.267167300665313E-003 2.704849308236964E-018 
         100          37  5.273103263003681E-007 -2.204914169223413E-021 
         100          38  3.162612039380363E-006 1.324782668483057E-021 
         100          39  -1.773558226864943E-006 2.950460692536481E-021 
         100          40  3.460244451384991E-006 1.096482540331252E-021 
         100          41  8.906577160932405E-007 -4.540750193770735E-021 
         100          42  -9.261529287094654E-006 -2.667523292448336E-021 
         100          43  -1.413663473455332E-005 1.544906365310939E-020 
         100          44  2.906980366001263E-006 8.011162867476562E-021 
         100          45  1.656183499739177E-006 -1.023527699082708E-020 
         100          46  -1.340893439764274E-005 9.103512699509753E-021 
         100          47  9.747402522931167E-006 -7.951635777880234E-021 
         100          48  9.235178341196324E-006 7.925613881889887E-021 
         100          49  2.428780419130493E-005 1.590354648667221E-020 
         100          50  -1.025041770090267E-004 -1.427898532572465E-020 
         100          51  2.364095386278951E-005 2.360713336980467E-021 
         100          52  -2.168789593111790E-005 2.141282266672806E-021 
         100          53  -2.222251475986413E-005 -9.228142799394695E-021 
         100          54  -2.044685686010940E-005 2.474237557213407E-020 
         100          55  3.222249561518498E-005 -4.226083090612837E-020 
         100          56  3.449954464521087E-005 1.573377839759360E-020 
         100          57  -4.906722638123291E-005 3.430925249296764E-020 
         100          58  -8.974911701146789E-007 6.835964459048629E-020 
         100          59  -3.978419773845109E-006 -6.934087091579759E-020 
         100          60  -4.963039082111051E-005 2.020664968830776E-020 
         100          61  -2.888863625823943E-005 9.997155270659550E-020 
         100          62  -2.879942647924171E-005 -2.923367108156882E-020 
         100          63  -4.305998039061282E-005 3.993893861839162E-020 
         100          64  -2.765919436327260E-004 -6.583524994592943E-020 
         100          65  -5.763892014590502E-005 5.131264295261980E-020 
         100          66  -3.814753785328159E-005 2.953711085976612E-020 
         100          67  -4.469633374729187E-004 4.883406802797798E-021 
         100          68  -1.721292750811760E-005 1.037659721593634E-019 
         100          69  -1.711807406437420E-004 -1.319108021009801E-019 
         100          70  -1.598148221480305E-004 -1.400770896635285E-019 
         100          71  -2.291469116256518E-005 7.326749575948821E-020 
         100          72  -4.493381811631204E-004 3.492693200716257E-020 
         100          73  -8.308411227507895E-004 -8.307261164837941E-019 
         100          74  -1.737655399810491E-005 3.067698421384045E-020 
         100          75  -2.267164161401246E-005 -1.184694172334755E-019 
         100          76  -2.664431409513732E-006 -2.796664281042487E-019 
         100          77  -8.006868286662009E-004 4.094804601626083E-019 
         100          78  -2.789557524274530E-005 -2.352768806032968E-019 
         100          79  1.066517640613691E-003 5.313593341089789E-019 
         100          80  -1.639105975140538E-003 -8.818339736839299E-019 
         100          81  -1.585620594533231E-003 5.756850920418478E-019 
         100          82  1.048036322818404E-003 -7.872234891084366E-020 
         100          83  -2.491895633068023E-003 -5.162464605219556E-018 
         100          84  -2.514648424161030E-003 2.270924115027740E-018 
         100          85  -4.088038449367432E-003 3.410212024362815E-018 
         100          86  4.311684469783957E-005 -1.737447401551306E-019 
         100          87  -4.176487036724434E-003 -8.867276039990541E-020 
         100          88  2.101809476368027E-003 2.727205757885275E-018 
         100          89  5.005431045052322E-003 2.889888833994881E-019 
         100          90  2.235800259359341E-003 7.637859996540798E-019 
         100          91  -3.600098270590400E-003 2.644919543226319E-018 
         100          92  -3.617515802814620E-003 1.895642485869622E-018 
         100          93  6.386874629029463E-003 -4.892137422084546E-018 
         100          94  -7.822208004267782E-002 2.114451964669046E-018 
         100          95  -7.864566968168107E-002 -4.739497149862865E-018 
         100          96  6.402068902850230E-003 4.670377744555040E-019 
         100          97  1.583154720583230E-003 8.897133280844970E-019 
         100          98  2.314895605704108E-003 -5.245942807815857E-018 
         100          99  -8.179973549925183E-002 5.067947814485348E-018 
         100         100  0.469060125147359 1.670348502892425E-017 
         100         101  -8.124462842124172E-002 1.440295211135091E-018 
         100         102  2.309093728172446E-003 3.576561077768129E-018 
         100         103  -3.285459094314282E-003 3.454445694843055E-018 
         100         104  6.283248856993358E-003 -3.721200804932978E-018 
         100         105  -7.495511061544781E-002 -4.400134669829085E-018 
         100         106  -7.365335330930792E-002 7.042096407538216E-018 
         100         107  6.140928208115971E-003 8.977272574286149E-020 
         100         108  -3.235184639478622E-003 2.149006489244481E-018 
         101          37  -8.911763481841560E-006 2.467573578199716E-022 
         101          38  8.387896711480691E-007 -8.982907792796920E-022 
         101          39  3.045537287638858E-006 -8.720624446284346E-022 
         101          40  -2.196388721791550E-006 -8.852927011817630E-021 
         101          41  2.995562758632238E-006 9.571765164461620E-022 
         101          42  5.931004864527829E-007 1.878795389086094E-021 
         101          43  1.033002060068316E-005 -3.333223679053532E-021 
         101          44  -1.272703409753578E-005 -1.524648639860291E-020 
         101          45  2.317729314590552E-006 1.760866030605203E-021 
         101          46  3.228081765972313E-006 3.900788311822476E-021 
         101          47  -1.265019413205838E-005 9.819063420867660E-021 
         101          48  8.873942411630592E-006 4.129150723543584E-021 
         101          49  -2.135773414216565E-005 4.686322963476228E-021 
         101          50  2.333371100161916E-005 1.371094098486120E-021 
         101          51  -9.864141382724188E-005 -7.633346188876808E-021 
         101          52  2.301117832104379E-005 -4.274640489298241E-020 
         101          53  -1.840638904925816E-005 7.267239105506368E-021 
         101          54  -2.198139702633610E-005 3.126844931919445E-020 
         101          55  -4.793194911208736E-005 3.921243648238251E-020 
         101          56  2.987960596680417E-005 2.162338494153023E-020 
         101          57  3.430860792708662E-005 8.161120461673390E-020 
         101          58  -4.807189868971637E-005 8.767838775985232E-020 
         101          59  -5.757698379607207E-006 3.714913770423512E-020 
         101          60  -6.902698948532735E-006 3.464658852426116E-020 
         101          61  -2.790079232029629E-005 -8.355966386109367E-020 
         101          62  -3.427201760578230E-005 -2.386691964581777E-020 
         101          63  -3.460632796614903E-005 1.782542619050467E-020 
         101          64  -4.982726524063616E-005 5.725065675008425E-020 
         101          65  -2.661118570551672E-004 -5.534203948957209E-020 
         101          66  -5.263300698292479E-005 1.705250935050815E-020 
         101          67  -4.357841919514501E-004 -3.536570775091376E-020 
         101          68  -3.963342743527191E-004 3.726606938880630E-020 
         101          69  -1.256289895969385E-005 1.467952426590884E-019 
         101          70  -1.551602156553033E-004 2.082679280733424E-019 
         101          71  -1.542248234346500E-004 1.551218541190906E-019 
         101          72  -2.766434627513244E-005 -1.506169894050001E-020 
         101          73  -4.921572219803526E-005 9.705657218051544E-020 
         101          74  -7.847114704543145E-004 4.821210854605262E-021 
         101          75  -3.863305886113729E-005 -5.932948156939198E-019 
         101          76  -6.930671861939814E-005 6.408063107319162E-020 
         101          77  -1.489914690300870E-005 -1.317198783230921E-019 
         101          78  -8.226491342311510E-004 1.652047116510690E-018 
         101          79  -2.277364834716605E-003 -1.379550142242556E-018 
         101          80  1.049491816937344E-003 4.116169461790751E-019 
         101          81  -1.590409896497506E-003 1.381026128080432E-019 
         101          82  -1.550922312855772E-003 -1.201266834201490E-018 
         101          83  1.065791544181299E-003 1.114498783965043E-019 
         101          84  -2.347946512029160E-003 -3.293750596174129E-018 
         101          85  1.980199722016354E-003 2.237083922653001E-019 
         101          86  -3.969396971429107E-003 9.761582726695398E-019 
         101          87  -5.958005317447343E-005 1.120699098641987E-019 
         101          88  -4.043075020567811E-003 4.067937429498219E-018 
         101          89  2.020266449036780E-003 -6.507734055603758E-018 
         101          90  4.903331076442392E-003 1.053800262024080E-018 
         101          91  6.350475897861739E-003 -6.639287643398998E-018 
         101          92  -3.567016336629498E-003 -3.789797630485187E-018 
         101          93  -3.500909056301489E-003 -3.802664788913947E-018 
         101          94  6.436949118730440E-003 4.188517734091870E-019 
         101          95  -7.773274009225993E-002 5.828526631752314E-018 
         101          96  -7.793437014437606E-002 8.577919023620118E-019 
         101          97  2.272013212518884E-003 -3.117940006706762E-019 
         101          98  1.585249337428284E-003 -2.485211435853174E-018 
         101          99  2.261076980842698E-003 -1.711098538008631E-018 
         101         100  -8.124462842124172E-002 1.440295211135091E-018 
         101         101  0.469038211590249 -4.025354441020877E-017 
         101         102  -8.181431073971134E-002 -1.962660718501820E-018 
         101         103  -3.332704255456922E-003 -4.268007767116135E-019 
         101         104  -3.337363377479034E-003 -1.824782176459328E-018 
         101         105  6.238527589691451E-003 -2.532430725484988E-018 
         101         106  -7.499319824632604E-002 -3.769041900519968E-018 
         101         107  -7.439545887637257E-002 -1.211833469992616E-018 
         101         108  6.175178157760823E-003 -1.383322589785192E-018 
         102          37  9.800762769545010E-007 -4.088249765986937E-021 
         102          38  -8.541632105501720E-006 -1.466504942886101E-020 
         102          39  1.006672469977628E-006 -6.536172692248115E-021 
         102          40  3.415389423429761E-006 -8.806521642714076E-021 
         102          41  -1.613421637166183E-006 -3.907230496619243E-021 
         102          42  3.191711161923620E-006 -1.404206606102188E-020 
         102          43  7.817601931021928E-006 1.674454825301668E-021 
         102          44  1.059042954137473E-005 -8.544494273145333E-021 
         102          45  -1.333588059007249E-005 -2.966567149229138E-021 
         102          46  3.024346199039348E-006 -4.014003588936888E-020 
         102          47  3.140062525192941E-006 -5.799727746274843E-021 
         102          48  -1.291744842708345E-005 9.391723893604410E-026 
         102          49  -2.275742820306296E-005 -7.392043114058847E-020 
         102          50  -2.295199906506011E-005 1.310837007855680E-021 
         102          51  2.317102769078659E-005 -1.060856838881895E-019 
         102          52  -1.063718691941453E-004 -1.511843824464264E-020 
         102          53  2.073376235611131E-005 -9.912704679537335E-021 
         102          54  -2.012040624416474E-005 6.309380399246192E-020 
         102          55  -3.222536692120013E-006 -7.507210518699049E-020 
         102          56  -4.221040096858269E-005 -2.831997422422399E-020 
         102          57  3.046261872991387E-005 3.406596661886266E-020 
         102          58  3.964034526587869E-005 1.590325035879704E-019 
         102          59  -4.697455743190221E-005 2.449945417386884E-020 
         102          60  -3.574691193337892E-006 2.754016522305057E-020 
         102          61  -5.744655641318512E-005 -1.037823322975367E-019 
         102          62  -3.409166700464205E-005 -1.926126539939531E-019 
         102          63  -3.030316241672863E-005 -9.059072391227741E-019 
         102          64  -4.366255522009405E-005 -3.200095074676392E-021 
         102          65  -5.287307722078414E-005 5.593097676084686E-019 
         102          66  -2.946618491496180E-004 -3.832763570334585E-021 
         102          67  -2.646696034809394E-005 -1.113179899106784E-019 
         102          68  -4.314957911929783E-004 1.131146073134428E-018 
         102          69  -4.386956028163196E-004 3.538787235921662E-019 
         102          70  -2.042376549259626E-005 -2.014226520610936E-019 
         102          71  -1.703992394450916E-004 7.853879300156250E-019 
         102          72  -1.782859393647237E-004 3.807374784967979E-020 
         102          73  -8.425823002030635E-004 -7.654025654323548E-020 
         102          74  -3.536673643832653E-005 -2.484688632583723E-019 
         102          75  -8.215385230616409E-004 -1.128868998782724E-018 
         102          76  -1.015876169933811E-005 1.036852272591639E-018 
         102          77  -5.379366673049347E-005 -7.563752614129147E-020 
         102          78  -2.925280852482047E-005 4.297485068904541E-019 
         102          79  -2.583781457997978E-003 -2.590704678500719E-018 
         102          80  -2.398505458979208E-003 -1.608592071071448E-018 
         102          81  1.060496437356361E-003 -7.969242269520061E-019 
         102          82  -1.631173403604209E-003 4.371598831392312E-018 
         102          83  -1.661572688705413E-003 -9.082805308987519E-019 
         102          84  1.068757511867414E-003 -2.749491789110498E-019 
         102          85  4.724915281054057E-003 -8.406336359523446E-018 
         102          86  2.037639380760404E-003 -1.055339270701592E-018 
         102          87  -4.108229354494945E-003 3.339232804465867E-018 
         102          88  -7.345530466258373E-005 2.184750464023348E-018 
         102          89  -4.156356588487714E-003 7.222039677124077E-018 
         102          90  2.329576151977873E-003 -1.848901000539569E-017 
         102          91  -7.655328853452725E-002 -1.086764525913137E-017 
         102          92  6.297600512037556E-003 3.596649758061749E-018 
         102          93  -3.624255826697466E-003 1.324104969382162E-018 
         102          94  -3.674247873027015E-003 -2.188936510317427E-018 
         102          95  6.421743311074706E-003 -5.758929099359820E-018 
         102          96  -7.899430248115955E-002 -7.690021411532759E-018 
         102          97  -8.183200601365007E-002 8.129196682545519E-018 
         102          98  2.310822748644361E-003 2.891638830893905E-018 
         102          99  1.586596740390647E-003 3.555717681347978E-018 
         102         100  2.309093728172446E-003 3.576561077768129E-018 
         102         101  -8.181431073971134E-002 -1.962660718501820E-018 
         102         102  0.469078831593353 -2.754001342645821E-017 
         102         103  6.264119305397247E-003 1.229899309367129E-019 
         102         104  -3.256882781500153E-003 1.719097679460034E-018 
         102         105  -3.279067463867689E-003 -3.238853022148539E-018 
         102         106  6.255138062980122E-003 9.237160585878509E-019 
         102         107  -7.422968000803251E-002 4.787465626215810E-018 
         102         108  -7.438955846478812E-002 -1.508341912784089E-018 
         103          37  9.177578266938096E-008 -1.723456538224533E-022 
         103          38  -1.131508147726378E-006 -6.606541276598680E-022 
         103          39  -2.103025890088971E-006 1.834788953963026E-021 
         103          40  -2.139196928269799E-006 -6.987439953455119E-022 
         103          41  -1.314060147996546E-006 3.695169131289062E-021 
         103          42  1.822905331522131E-007 -1.248378283775804E-022 
         103          43  2.777939461298966E-006 -1.574232364208971E-021 
         103          44  1.214141602555201E-006 3.662224992622572E-021 
         103          45  -1.011237026437648E-005 -6.497191091746781E-022 
         103          46  1.382091021976680E-006 -4.703172450689592E-023 
         103          47  2.755438981856180E-006 3.908479141176755E-021 
         103          48  -2.115213679766906E-006 9.827394946805156E-022 
         103          49  -1.682352410054660E-005 2.133137315987632E-020 
         103          50  8.180479158969390E-007 -3.276747194521360E-021 
         103          51  -1.487461637586388E-006 6.318674882944548E-021 
         103          52  -1.490829314325968E-005 1.119225701561972E-020 
         103          53  -9.581219490000882E-006 -2.641692344021249E-020 
         103          54  -8.718482865937464E-006 -1.017620934366406E-020 
         103          55  1.096047203232048E-005 -7.309487762324813E-022 
         103          56  -7.427297803487422E-006 1.555077165056618E-020 
         103          57  9.373957763459477E-006 -2.556566563154831E-020 
         103          58  7.022531752330040E-006 2.221461005073688E-020 
         103          59  -4.932233794480629E-005 -1.271251153982793E-020 
         103          60  5.243569548300956E-006 1.776729124471082E-020 
         103          61  -8.315177066250623E-005 -1.305099171744756E-020 
         103          62  -7.696282506713535E-005 -3.370218615144980E-020 
         103          63  -4.909030320002510E-005 -2.982123131974771E-021 
         103          64  -1.074279620990033E-005 1.793295985505451E-020 
         103          65  -1.485784313983844E-005 3.217938545569028E-020 
         103          66  -5.209478734452828E-005 8.038259302602892E-020 
         103          67  -2.331700207412559E-004 1.537468224922666E-020 
         103          68  -9.562427012696645E-005 2.470813478093598E-020 
         103          69  -1.137876797972817E-005 7.692264696513754E-021 
         103          70  6.170327624350378E-006 9.691394389988765E-021 
         103          71  -1.299533489551080E-005 -5.269892506016307E-021 
         103          72  -8.790609006294912E-005 -2.480730858697344E-020 
         103          73  -7.601878118862387E-005 3.644557704873622E-019 
         103          74  -8.383155341416151E-005 3.467228358126431E-019 
         103          75  -4.132275726021701E-004 6.594181400680577E-020 
         103          76  -4.544330973751724E-004 -1.329959103367463E-019 
         103          77  -6.494776493983417E-005 -7.748774821606279E-020 
         103          78  -8.492269380366418E-005 4.138186824652630E-019 
         103          79  -3.386666876132446E-004 7.526970663797008E-019 
         103          80  -5.814047362751523E-004 -2.279126161797629E-019 
         103          81  -5.708470587219194E-004 -4.548572740740929E-019 
         103          82  -6.087623524200669E-004 -9.813844280747867E-021 
         103          83  -2.826497232879272E-004 2.518568151971527E-019 
         103          84  -1.871733378326943E-004 3.300379797476838E-021 
         103          85  8.891483011116824E-004 -9.103953134632951E-019 
         103          86  -1.642895718300403E-003 2.605263564481694E-019 
         103          87  -1.722052621100828E-003 2.340592128544004E-018 
         103          88  8.348920766752926E-004 3.738233900056610E-019 
         103          89  -1.015868456621405E-003 1.706701025614825E-018 
         103          90  -1.076459850249657E-003 -7.555261068607040E-018 
         103          91  2.004988637965532E-003 -6.029070971400217E-019 
         103          92  4.986997680165694E-003 2.534593901400837E-018 
         103          93  1.812469453479339E-003 3.207359809912456E-018 
         103          94  -3.849511625083608E-003 -2.677823162812889E-020 
         103          95  -8.879871339649154E-004 1.147902865995668E-018 
         103          96  -4.049847998295407E-003 -2.164334219334773E-018 
         103          97  -7.503810128337796E-002 -1.068363562683540E-017 
         103          98  -7.414000029965426E-002 -3.886154066758676E-018 
         103          99  6.180305537013945E-003 -7.627395717971931E-019 
         103         100  -3.285459094314282E-003 3.454445694843055E-018 
         103         101  -3.332704255456922E-003 -4.268007767116135E-019 
         103         102  6.264119305397247E-003 1.229899309367129E-019 
         103         103  0.470051887441168 -4.751287222013263E-018 
         103         104  -8.058908028002551E-002 8.469697339753262E-018 
         103         105  2.509940624234310E-003 -5.847846847527140E-019 
         103         106  2.336326851010962E-003 1.696361495670709E-018 
         103         107  2.501751477547611E-003 -1.213589644106608E-018 
         103         108  -8.203959136168613E-002 -9.864917028826262E-018 
         104          37  -2.740436778690382E-008 2.215367096704642E-022 
         104          38  2.399151191776025E-007 -1.997852716342623E-022 
         104          39  -1.156971399136120E-006 1.311886264103667E-022 
         104          40  -2.195024078797206E-006 1.046563931943253E-021 
         104          41  -2.371671019881293E-006 2.569585276374229E-022 
         104          42  -1.287375712968190E-006 3.096073818671927E-022 
         104          43  -1.834620852405544E-006 -1.244415833265647E-021 
         104          44  2.684216676781828E-006 -4.885189393966989E-021 
         104          45  1.180006870346749E-006 3.430824371338816E-021 
         104          46  -9.798596618577445E-006 -3.104384751024907E-021 
         104          47  1.552680161039468E-006 4.047920313192922E-021 
         104          48  2.801915930116170E-006 1.946214412478267E-022 
         104          49  -8.642967115168854E-006 3.735973898005085E-021 
         104          50  -1.480025276869570E-005 -4.964208508061046E-021 
         104          51  4.153738904937803E-007 -5.473744070545490E-021 
         104          52  -1.049821106512066E-006 -7.264398043443888E-021 
         104          53  -1.460322617832863E-005 -1.110934448980521E-020 
         104          54  -9.887420308147267E-006 -3.194885221345029E-020 
         104          55  7.061040304707552E-006 1.592629999279061E-022 
         104          56  8.420008192647106E-006 -4.164611804862761E-021 
         104          57  -7.978045234704700E-006 -3.130362906416636E-020 
         104          58  9.475937523670840E-006 2.310426339534434E-021 
         104          59  5.766988896903218E-006 2.742611576584935E-020 
         104          60  -4.894238436282764E-005 2.013418213236857E-020 
         104          61  -4.696783314816846E-005 -7.772236082440741E-020 
         104          62  -7.602200754669566E-005 1.920361147776156E-020 
         104          63  -7.335923923747658E-005 -1.048341368157849E-020 
         104          64  -4.552202714597484E-005 1.202672261434381E-020 
         104          65  -1.125952576612058E-005 1.629318934817242E-022 
         104          66  -1.501852940691997E-005 -1.051509063708909E-020 
         104          67  -1.022846776030114E-004 -1.362672328050876E-020 
         104          68  -2.115671381847537E-004 -8.851983165427877E-020 
         104          69  -9.135032299927923E-005 -2.053319765448670E-020 
         104          70  -8.186432917078826E-006 -1.428425616404897E-019 
         104          71  1.563338169104638E-008 4.091528824297574E-021 
         104          72  -1.199401889150658E-005 -9.732445142918128E-021 
         104          73  -8.341680804754661E-005 1.599482984549955E-019 
         104          74  -7.099630939542891E-005 3.239038723518789E-019 
         104          75  -5.714119806025681E-005 -5.084545306416120E-019 
         104          76  -4.397572302794696E-004 7.024016083371114E-020 
         104          77  -4.219117853649302E-004 1.011258272636292E-018 
         104          78  -6.146248062338697E-005 3.125161080648154E-019 
         104          79  -1.984792397432709E-004 -1.509713718523917E-019 
         104          80  -2.720189235587142E-004 -9.795989022104943E-020 
         104          81  -5.827259820328674E-004 7.497290129945378E-020 
         104          82  -5.299581275838701E-004 1.300044157684007E-019 
         104          83  -6.043835265765779E-004 1.349985826514353E-019 
         104          84  -2.819341283976975E-004 1.090974715758428E-019 
         104          85  -1.037419337787419E-003 -1.333946762873561E-019 
         104          86  8.352096591583504E-004 2.236468748997650E-019 
         104          87  -1.752495815413917E-003 -6.822749530505755E-019 
         104          88  -1.661467271038179E-003 4.359367218090021E-020 
         104          89  8.572508979807646E-004 -1.024266374781722E-019 
         104          90  -1.036315595729095E-003 3.619299610329430E-018 
