Nx=24 Ny= 6  N_up=132
          70          47  -7.741154822815676E-004 6.431116244408600E-020 
          70          48  -1.049630778117827E-005 2.007526259669781E-019 
          70          49  1.022826019911781E-003 3.849019052590686E-019 
          70          50  -1.715172276656807E-003 3.141352166322305E-019 
          70          51  -1.666688291564693E-003 -1.545873697369216E-019 
          70          52  1.013298965008972E-003 3.884543269140116E-019 
          70          53  -2.407435225836729E-003 7.563528185740416E-019 
          70          54  -2.401504673000218E-003 1.489617585253695E-019 
          70          55  -4.126853612162034E-003 1.717106980725611E-019 
          70          56  9.286199923065361E-004 7.531697798726127E-021 
          70          57  -4.118625047558399E-003 -3.815010149933400E-019 
          70          58  2.478054934560993E-003 6.323956272390831E-019 
          70          59  5.097309282098134E-003 2.078502196967619E-019 
          70          60  2.617768560303826E-003 -1.678016148865204E-018 
          70          61  -3.569733022928154E-003 6.586588529976890E-018 
          70          62  -3.554495314123786E-003 -1.500912481669131E-018 
          70          63  6.097751726790022E-003 -1.699895283889999E-018 
          70          64  -7.736797218433203E-002 7.388965426088853E-018 
          70          65  -7.767920299112645E-002 8.704770326716273E-018 
          70          66  6.119580600402498E-003 -7.236302244736270E-019 
          70          67  1.263548916197487E-003 7.638388231616784E-019 
          70          68  2.734190796442615E-003 -1.733226380269553E-019 
          70          69  -8.152152606078814E-002 -3.175622043498096E-018 
          70          70  0.469195905675962 6.907173085901953E-017 
          70          71  -8.158981941413571E-002 3.884967551892187E-018 
          70          72  2.743446675540264E-003 2.220640438548028E-018 
          70          73  -2.945110891584248E-003 1.521731823662133E-018 
          70          74  5.818053291561241E-003 2.307820744591468E-018 
          70          75  -7.795812274575070E-002 8.234440301990761E-018 
          70          76  -7.733885638837731E-002 5.996449732348618E-018 
          70          77  5.759429394218821E-003 5.546482680239769E-018 
          70          78  -2.939687335576605E-003 4.267079441982848E-019 
          70          79  -3.399570140172768E-003 -1.728214205463279E-018 
          70          80  2.330806122707735E-003 -7.550321613041591E-019 
          70          81  4.614496986749852E-003 4.500317196043386E-019 
          70          82  2.136330213840412E-003 -1.305116360029359E-019 
          70          83  -3.289044443815285E-003 -1.238862336875476E-019 
          70          84  -2.874223735892627E-004 -3.966894744101781E-019 
          70          85  6.663615674783414E-004 -1.109395584000722E-019 
          70          86  -1.948886698671127E-003 1.332905532207253E-019 
          70          87  -1.899291895131819E-003 -1.488742093110654E-019 
          70          88  6.500658550545560E-004 4.139623667121917E-019 
          70          89  -1.126560047326553E-003 3.184868426944213E-020 
          70          90  -1.161063806098905E-003 -7.270752685881122E-020 
          70          91  -6.040360658906789E-004 -7.912786779962091E-020 
          70          92  -8.980785061487220E-005 -1.172205585434756E-020 
          70          93  -5.706252784003396E-004 8.137146116000056E-020 
          70          94  -3.516508678504986E-005 -3.498434149912568E-019 
          70          95  -5.893776305985639E-005 -1.113886184726373E-019 
          70          96  -2.578692118881089E-005 9.841576792673677E-019 
          70          97  -4.574684206372906E-004 2.057523138686317E-018 
          70          98  -4.555479555985234E-004 1.105217754392119E-018 
          70          99  -2.757403347453045E-005 -1.889817722620704E-020 
          70         100  -1.598148221480305E-004 -1.400770896635285E-019 
          70         101  -1.551602156553033E-004 2.082679280733424E-019 
          70         102  -2.042376549259626E-005 -2.014226520610936E-019 
          70         103  6.170327624350378E-006 9.691394389988765E-021 
          70         104  -8.186432917078826E-006 -1.428425616404897E-019 
          70         105  -9.702991910080720E-005 -1.342928329022747E-019 
          70         106  -2.117143182262745E-004 1.427325724861174E-020 
          70         107  -8.794582521739668E-005 9.062495316057464E-020 
          70         108  -1.347952994544672E-005 5.109404209671294E-020 
          71          37  -3.627323223129814E-004 1.476947632072350E-020 
          71          38  -3.161544172201960E-004 -3.962754123265159E-020 
          71          39  -2.940243522794634E-005 -6.317098723884421E-020 
          71          40  -8.332679059781010E-005 2.644156699566819E-020 
          71          41  -6.069058097499300E-005 -3.813018251722441E-020 
          71          42  -6.365290438343706E-005 -4.615926936277359E-020 
          71          43  -2.757738006634095E-005 -1.690818550055883E-019 
          71          44  -7.542756388686882E-004 1.133544363209610E-019 
          71          45  -1.689896329326804E-005 -1.054300399028629E-019 
          71          46  -1.910150653297935E-005 3.494609579064755E-019 
          71          47  -2.934866943448871E-006 1.261114796715068E-019 
          71          48  -7.848669824551329E-004 -1.598156741739812E-019 
          71          49  -2.239464862870371E-003 2.891138233177038E-019 
          71          50  1.002253976318757E-003 3.024243711418475E-019 
          71          51  -1.672545493771749E-003 -2.054831800108231E-019 
          71          52  -1.634601370483737E-003 7.955961739752341E-020 
          71          53  1.022047877892934E-003 2.503671768074860E-020 
          71          54  -2.318752835928860E-003 7.253917453454970E-019 
          71          55  2.419232641529021E-003 -3.513520666517148E-019 
          71          56  -3.963512464283463E-003 5.422495174250750E-020 
          71          57  8.891726206453856E-004 -4.291325241243496E-019 
          71          58  -4.046288265781011E-003 2.700462110869285E-019 
          71          59  2.487305198311477E-003 2.660806914001152E-019 
          71          60  5.006437575420630E-003 -7.096235822660014E-019 
          71          61  6.010517644512745E-003 -3.011850540493406E-019 
          71          62  -3.576665005560334E-003 2.276251796484484E-018 
          71          63  -3.537781471988211E-003 -9.040392666320094E-019 
          71          64  6.084739699981483E-003 -9.707226261508486E-019 
          71          65  -7.738112441775380E-002 -1.232052940202044E-017 
          71          66  -7.755287389658579E-002 -5.529560128646377E-018 
          71          67  2.744680619250193E-003 2.284996330523291E-018 
          71          68  1.247683736044742E-003 -1.786536692349450E-018 
          71          69  2.732590645844354E-003 2.043376582765241E-018 
          71          70  -8.158981941413571E-002 3.884967551892187E-018 
          71          71  0.469168762190946 -4.268819035257261E-017 
          71          72  -8.176672382015029E-002 1.235170934398183E-018 
          71          73  -2.959897831948573E-003 -4.511786423657244E-019 
          71          74  -2.945324711232111E-003 -7.533335226005696E-020 
          71          75  5.827143813094594E-003 9.971932748981620E-020 
          71          76  -7.780502415782251E-002 8.596710859930964E-020 
          71          77  -7.725587605441504E-002 -1.162586812265072E-017 
          71          78  5.794228587533515E-003 -4.821527417293370E-018 
          71          79  -2.914186481742398E-004 -1.309828634883699E-018 
          71          80  -3.437063961722449E-003 3.457815114888356E-019 
          71          81  2.339905916043535E-003 -4.096604270997063E-019 
          71          82  4.612454540588949E-003 1.400501382913123E-018 
          71          83  2.168387201477840E-003 2.460322817270780E-019 
          71          84  -3.362141611411746E-003 -5.625812094360482E-019 
          71          85  -1.178486407699739E-003 2.304294137579630E-019 
          71          86  6.703520083785050E-004 -3.345138774560348E-019 
          71          87  -1.947280741148814E-003 -1.460113588380520E-019 
          71          88  -1.954082962201628E-003 -2.279387836486579E-019 
          71          89  6.772718611434460E-004 -2.478594758204908E-019 
          71          90  -1.220230612179337E-003 -7.710844971704554E-020 
          71          91  -3.590559573472717E-005 7.491048055175616E-020 
          71          92  -5.946332988032094E-004 -6.944887981440266E-020 
          71          93  -1.006565683582646E-004 -1.957899670295767E-019 
          71          94  -5.845783310723022E-004 1.951598574106387E-019 
          71          95  -3.026651551552184E-005 -9.752518877152217E-020 
          71          96  -1.001330027196243E-004 3.501549781733909E-019 
          71          97  -2.631773294193928E-005 3.018811423908783E-019 
          71          98  -4.784398493986948E-004 -2.568029020504101E-019 
          71          99  -4.669633123630347E-004 9.357400763046742E-020 
          71         100  -2.291469116256518E-005 7.326749575948821E-020 
          71         101  -1.542248234346500E-004 1.551218541190906E-019 
          71         102  -1.703992394450916E-004 7.853879300156250E-019 
          71         103  -1.299533489551080E-005 -5.269892506016307E-021 
          71         104  1.563338169104638E-008 4.091528824297574E-021 
          71         105  -1.048650079800462E-005 -2.570443123780153E-021 
          71         106  -9.567895459833687E-005 7.352471776258273E-021 
          71         107  -2.150293085172297E-004 9.936733501309962E-020 
          71         108  -1.070033567539901E-004 -7.679591290922952E-021 
          72          37  -4.646769610840615E-005 -7.379485990397277E-021 
          72          38  -3.370864777058834E-004 -7.587091962114120E-021 
          72          39  -3.553423855768311E-004 -9.679114735236312E-020 
          72          40  -3.400535977927853E-005 -9.897766218764452E-021 
          72          41  -7.579152531805591E-005 2.250526362777383E-020 
          72          42  -7.376772931023319E-005 1.211236204905422E-019 
          72          43  -8.134256436001920E-004 -5.386615945902546E-020 
          72          44  -2.696149319246636E-005 -1.981567883739042E-020 
          72          45  -7.933153250586880E-004 1.795047168519771E-019 
          72          46  -5.259756989361363E-006 1.116218708383353E-019 
          72          47  -5.352021158727919E-005 -6.258753201488348E-020 
          72          48  -3.075773553828066E-005 6.582673436524111E-020 
          72          49  -2.440671980016728E-003 1.020554253569989E-019 
          72          50  -2.271222901694923E-003 4.884580173468558E-019 
          72          51  1.008463937261197E-003 -2.030307767741743E-019 
          72          52  -1.671177926430638E-003 -3.650652388623676E-019 
          72          53  -1.728424003473722E-003 -2.205423463597967E-020 
          72          54  1.033471122438175E-003 -6.472344863151516E-019 
          72          55  4.837836896750439E-003 2.859196479478657E-019 
          72          56  2.414753888749571E-003 4.478510383354510E-019 
          72          57  -4.080174815660718E-003 7.383318912459840E-020 
          72          58  8.439648066470539E-004 -5.212593569039428E-019 
          72          59  -4.124960849554341E-003 -5.512863877912598E-020 
          72          60  2.695003453207629E-003 1.532638507338103E-019 
          72          61  -7.625189707766335E-002 -1.641593706012894E-018 
          72          62  6.016298303490438E-003 -3.740098531692609E-019 
          72          63  -3.557374869838119E-003 1.705191988998281E-018 
          72          64  -3.596324131725746E-003 1.016543576236407E-018 
          72          65  6.111234131773700E-003 -2.016966598464657E-018 
          72          66  -7.785853534178767E-002 3.321814604248621E-019 
          72          67  -8.184851152338930E-002 -2.417906496922751E-018 
          72          68  2.748772169531848E-003 -1.652937900743158E-018 
          72          69  1.265816348826219E-003 -4.914203439720583E-018 
          72          70  2.743446675540264E-003 2.220640438548028E-018 
          72          71  -8.176672382015029E-002 1.235170934398183E-018 
          72          72  0.469173762173695 2.694915559158856E-018 
          72          73  5.818458118095430E-003 -3.009311405093144E-018 
          72          74  -2.973665525624523E-003 -2.128014667711511E-018 
          72          75  -2.928652668116572E-003 1.254061133030530E-018 
          72          76  5.801337333276493E-003 -1.078488326196516E-018 
          72          77  -7.741801865994292E-002 2.314779593396074E-018 
          72          78  -7.779020808901302E-002 3.642750896288123E-018 
          72          79  -3.425985973093251E-003 2.478179907144372E-018 
          72          80  -2.766942509362211E-004 2.115132011221589E-018 
          72          81  -3.405950670907088E-003 -1.379042976352347E-018 
          72          82  2.298826990815089E-003 -1.159864076998446E-018 
          72          83  4.552112115790800E-003 8.317085842484427E-019 
          72          84  2.412410850565075E-003 3.687362775767670E-019 
          72          85  -1.220274864126746E-003 -1.178502519584366E-019 
          72          86  -1.176416874038350E-003 1.437628711932789E-019 
          72          87  6.772843246146620E-004 2.522101948580771E-019 
          72          88  -1.941992483966388E-003 -3.200954885740251E-020 
          72          89  -1.834610135600062E-003 3.198740614303658E-020 
          72          90  6.865080203205117E-004 -3.481145314807880E-019 
          72          91  -1.008898829189086E-004 2.487791001050157E-019 
          72          92  -3.544898778734733E-005 -1.254546895663235E-019 
          72          93  -5.980439972090735E-004 2.016478441561936E-019 
          72          94  -1.227159815704919E-004 5.852119224421281E-020 
          72          95  -5.906075416158652E-004 4.240998225493296E-019 
          72          96  -5.905538311001468E-005 6.242106414152435E-020 
          72          97  -1.626727471692072E-004 -1.767886926607489E-019 
          72          98  -3.161708548129474E-005 -1.408957345798029E-019 
          72          99  -4.702214100890450E-004 5.409782055021258E-019 
          72         100  -4.493381811631204E-004 3.492693200716257E-020 
          72         101  -2.766434627513244E-005 -1.506169894050001E-020 
          72         102  -1.782859393647237E-004 3.807374784967979E-020 
          72         103  -8.790609006294912E-005 -2.480730858697344E-020 
          72         104  -1.199401889150658E-005 -9.732445142918128E-021 
          72         105  9.425092749490710E-006 5.698692245218709E-020 
          72         106  -1.364787173521797E-005 1.548468084779058E-019 
          72         107  -9.680448119944921E-005 -1.540771859118620E-019 
          72         108  -2.316057108078433E-004 -6.907585290740920E-021 
          73          37  -2.389845445333229E-004 2.502885687262648E-020 
          73          38  -8.887275089260357E-005 1.073531533788027E-020 
          73          39  -1.965640907835616E-005 -4.184748431888281E-020 
          73          40  6.528524007741316E-006 -3.454114965881798E-020 
          73          41  -1.753287485861489E-005 1.129879966402175E-020 
          73          42  -9.552926710767268E-005 5.215353343166106E-021 
          73          43  -1.891089357359599E-004 8.405102904131259E-020 
          73          44  -3.008685764241491E-005 2.434168321746701E-020 
          73          45  -4.927765127794982E-004 3.972927084205586E-020 
          73          46  -5.132445741700303E-004 -2.115290020971802E-020 
          73          47  -3.734056552576225E-005 5.736045747030128E-020 
          73          48  -1.879228309579053E-004 -6.202385418451461E-020 
          73          49  -2.077576186856456E-005 3.119308832432771E-020 
          73          50  -6.590432849632183E-004 3.013140063003929E-020 
          73          51  -3.259658376338289E-005 2.685079684731792E-019 
          73          52  -6.595400336311972E-004 -1.667307043774255E-019 
          73          53  1.162570030738887E-006 4.223241188255206E-020 
          73          54  -6.431988118024598E-005 -1.153896080373658E-020 
          73          55  7.536300497210228E-004 8.641055440661434E-020 
          73          56  -1.973546819837726E-003 3.812190817901284E-021 
          73          57  -2.009412384526315E-003 1.042131327833107E-019 
          73          58  7.288996927146126E-004 2.126705191658814E-019 
          73          59  -1.309611829944290E-003 -4.034809169614205E-019 
          73          60  -1.373031095867923E-003 2.262543664637595E-019 
          73          61  2.451652874552544E-003 -2.977708488608175E-019 
          73          62  4.626542576322335E-003 -5.775008559398340E-019 
          73          63  2.346596547360885E-003 -1.602691896260737E-018 
          73          64  -3.510278937168639E-003 2.887806492991788E-019 
          73          65  -1.659202151574521E-004 8.280460186652059E-019 
          73          66  -3.482239866667577E-003 -4.392771999091399E-018 
          73          67  -7.767528148765999E-002 8.672233176824406E-018 
          73          68  -7.756855521662487E-002 -9.775600629897508E-018 
          73          69  5.821813612169604E-003 -4.474649476384218E-018 
          73          70  -2.945110891584248E-003 1.521731823662133E-018 
          73          71  -2.959897831948573E-003 -4.511786423657244E-019 
          73          72  5.818458118095430E-003 -3.009311405093144E-018 
          73          73  0.469021616965877 9.676490609195034E-018 
          73          74  -8.184702856326685E-002 8.539254834695768E-018 
          73          75  2.689054636820800E-003 -4.736705207709922E-018 
          73          76  1.151569048032829E-003 -3.036773621809155E-019 
          73          77  2.709923703256037E-003 -3.192686726823246E-018 
          73          78  -8.193627600207536E-002 -3.415532602265690E-018 
          73          79  -7.749919384439363E-002 4.155131050056562E-018 
          73          80  5.972244535269456E-003 8.411513260538737E-019 
          73          81  -3.343590969119205E-003 -1.130248288790687E-018 
          73          82  -3.299528646335301E-003 -5.262801505002531E-018 
          73          83  5.850908791382283E-003 -9.898768844690918E-019 
          73          84  -7.557415196798174E-002 1.513471815093985E-018 
          73          85  2.622956116482552E-003 -1.476498913380754E-018 
          73          86  -3.970175965324610E-003 -1.522844324120645E-018 
          73          87  5.530307143363016E-004 -1.177177038294311E-018 
          73          88  -3.942055215613003E-003 1.613680028033372E-018 
          73          89  2.336234642223899E-003 -3.846681554317124E-019 
          73          90  4.722149279077241E-003 -2.364413175118887E-018 
          73          91  9.647695114762805E-004 -1.350793071653054E-019 
          73          92  -1.614772551083796E-003 6.603784536290091E-019 
          73          93  -1.609623941322338E-003 6.071231600439160E-019 
          73          94  9.683798000070719E-004 5.594435785119676E-019 
          73          95  -2.134042777922509E-003 1.445347145311114E-018 
          73          96  -2.310320645798983E-003 1.410071323878237E-018 
          73          97  -4.034915032720111E-005 -8.889903707502310E-019 
          73          98  -5.610220322284606E-005 7.384953779147919E-020 
          73          99  -1.376055947248008E-005 2.368257392228888E-020 
          73         100  -8.308411227507895E-004 -8.307261164837941E-019 
          73         101  -4.921572219803526E-005 9.705657218051544E-020 
          73         102  -8.425823002030635E-004 -7.654025654323548E-020 
          73         103  -7.601878118862387E-005 3.644557704873622E-019 
          73         104  -8.341680804754661E-005 1.599482984549955E-019 
          73         105  -4.471070705347447E-005 9.815605517550440E-020 
          73         106  -3.975012311648243E-004 2.203613644573242E-019 
          73         107  -3.840675347356971E-004 -1.208492933599401E-019 
          73         108  -6.928037875790876E-005 2.077431248382956E-019 
          74          37  -1.008461636716529E-004 -2.050797603819268E-020 
          74          38  -2.205174906434523E-004 2.385863603865013E-020 
          74          39  -1.016163907645357E-004 3.795136867705521E-020 
          74          40  -1.561843709083159E-005 -2.127096124494044E-020 
          74          41  -2.976076077099962E-007 -5.733509738132855E-021 
          74          42  -1.609650416573774E-005 -5.146815625735322E-020 
          74          43  -1.743851742382333E-004 1.237022246159092E-020 
          74          44  -1.703090847984389E-004 3.167998685698836E-020 
          74          45  -2.415994858092020E-005 2.416219391247269E-021 
          74          46  -5.051883901495419E-004 -1.199978401034580E-020 
          74          47  -5.196089375331846E-004 1.495599211174302E-020 
          74          48  -3.448375226491508E-005 6.556096189885265E-020 
          74          49  -7.129201507009290E-005 4.873617370292510E-020 
          74          50  5.020181757403729E-006 3.677150089600181E-020 
          74          51  -6.562223108566830E-004 -1.614716132988137E-019 
          74          52  -1.609459756157122E-005 2.252528821349138E-019 
          74          53  -6.665051301163467E-004 -4.055362202910523E-019 
          74          54  -1.727728790566418E-006 1.503149280206688E-019 
          74          55  -1.352395499950075E-003 1.623354867939766E-019 
          74          56  7.431934327190769E-004 -3.437559039904941E-019 
          74          57  -2.018780673477913E-003 -4.899869716552309E-019 
          74          58  -2.050763449717108E-003 -5.220358003977795E-020 
          74          59  7.303303304115703E-004 8.017232081094705E-020 
          74          60  -1.305066072511410E-003 6.013509380318166E-020 
          74          61  -3.463444525162108E-003 -1.127951123207016E-018 
          74          62  2.209765857445692E-003 -3.913758775693884E-019 
          74          63  4.672650871411364E-003 -1.981461947711393E-019 
          74          64  2.380844517199468E-003 -3.651240596633144E-019 
          74          65  -3.506257322045036E-003 9.716358551295224E-019 
          74          66  -2.056417535708387E-004 5.606546357476730E-020 
          74          67  5.781985011488988E-003 2.141443910511024E-018 
          74          68  -7.742310916675858E-002 -2.324550512075283E-019 
          74          69  -7.792326992976931E-002 5.773635335664258E-018 
          74          70  5.818053291561241E-003 2.307820744591468E-018 
          74          71  -2.945324711232111E-003 -7.533335226005696E-020 
          74          72  -2.973665525624523E-003 -2.128014667711511E-018 
          74          73  -8.184702856326685E-002 8.539254834695768E-018 
          74          74  0.469002332016854 -2.008265503042924E-017 
          74          75  -8.155318457719161E-002 -2.002216258695020E-018 
          74          76  2.676811061104212E-003 -1.590301611337961E-018 
          74          77  1.150866987978680E-003 -4.150202331000650E-018 
          74          78  2.694016944170484E-003 6.956447386750948E-018 
          74          79  -7.693554144036066E-002 -1.838203291917473E-018 
          74          80  -7.675753754810435E-002 -7.755393966067266E-018 
          74          81  5.945736532507429E-003 -2.306831437858598E-019 
          74          82  -3.267944687529387E-003 -6.251559497413855E-019 
          74          83  -3.304508216349137E-003 8.913934281038136E-019 
          74          84  5.857862435763571E-003 8.524318536145902E-019 
          74          85  4.886707088477204E-003 -9.574025165078648E-019 
          74          86  2.414480600579983E-003 -7.642173666605155E-019 
          74          87  -3.909370995329884E-003 -7.601688691199843E-020 
          74          88  5.922655257195200E-004 9.254353156653667E-020 
          74          89  -3.800695563151484E-003 -1.430480121056780E-019 
          74          90  2.348161373356207E-003 2.680459367338722E-019 
          74          91  -2.146850908222878E-003 -1.276973326073445E-020 
          74          92  9.496877334411132E-004 8.670791889050253E-020 
          74          93  -1.564992676910642E-003 -5.012162718459215E-019 
          74          94  -1.595501281846595E-003 -2.392507054180191E-019 
          74          95  9.275720538675807E-004 1.745203626510922E-018 
          74          96  -2.079839785654610E-003 3.097602129179037E-018 
          74          97  -8.138027979026641E-004 3.619224213500055E-019 
          74          98  7.641291331264561E-007 -7.454382774865123E-019 
          74          99  -5.913322526788246E-005 -1.829198044988844E-018 
          74         100  -1.737655399810491E-005 3.067698421384045E-020 
          74         101  -7.847114704543145E-004 4.821210854605262E-021 
          74         102  -3.536673643832653E-005 -2.484688632583723E-019 
          74         103  -8.383155341416151E-005 3.467228358126431E-019 
          74         104  -7.099630939542891E-005 3.239038723518789E-019 
          74         105  -8.928024872289779E-005 -2.745049647120621E-019 
          74         106  -4.988317550055932E-005 -3.057178452384750E-019 
          74         107  -3.798254621161135E-004 1.914645145237129E-019 
          74         108  -4.224590051051588E-004 -2.647236546221073E-019 
          75          37  -1.989394915740616E-005 -1.136431823261998E-020 
          75          38  -9.493648352487080E-005 -1.944009082919476E-020 
          75          39  -2.266855583174022E-004 -6.388003620649132E-021 
          75          40  -9.507583430131348E-005 -6.958618374864196E-021 
          75          41  -1.768656968477390E-005 -5.854519089179915E-021 
          75          42  2.193717585462640E-006 -1.339664479895041E-020 
          75          43  -3.614419141127736E-005 5.715926813915507E-021 
          75          44  -1.756229409232560E-004 1.048800229294170E-020 
          75          45  -1.795215033385523E-004 -7.027430283543130E-021 
          75          46  -3.369230799767497E-005 1.015915838441350E-019 
          75          47  -5.183599666113402E-004 1.410439678629921E-020 
          75          48  -5.159058800696462E-004 -3.057182113904165E-020 
          75          49  1.175702976806292E-005 -1.003149903926749E-019 
          75          50  -3.274656142881130E-005 -2.572625724272845E-020 
          75          51  4.390567261203318E-006 -7.415330551228472E-020 
          75          52  -6.409705554159634E-004 1.200941242942800E-019 
          75          53  2.602845409335593E-006 -3.007602549578700E-022 
          75          54  -6.754305095661736E-004 4.450228845577375E-020 
          75          55  -1.336925542774155E-003 -3.581340259955425E-019 
          75          56  -1.281217283810576E-003 -4.181719857670844E-020 
          75          57  7.061344164592459E-004 -1.654070251813804E-019 
          75          58  -2.008079933956511E-003 1.773512534268709E-019 
          75          59  -2.075321745950018E-003 -4.555992804260479E-019 
          75          60  7.419170353461576E-004 -4.816846606204320E-019 
          75          61  -1.782283542011269E-004 -9.862082006436331E-019 
          75          62  -3.377437804509243E-003 -5.342346632589600E-019 
          75          63  2.192210795553885E-003 -3.709793288958694E-019 
          75          64  4.702846659091372E-003 4.504682398273494E-019 
          75          65  2.375066974811567E-003 1.508278116359253E-019 
          75          66  -3.496996150335495E-003 3.833288004411746E-020 
          75          67  -2.938552955383705E-003 4.610007357535368E-019 
          75          68  5.755542423419845E-003 -2.501940744437424E-018 
          75          69  -7.724779710144752E-002 6.493802739508084E-018 
          75          70  -7.795812274575070E-002 8.234440301990761E-018 
          75          71  5.827143813094594E-003 9.971932748981620E-020 
          75          72  -2.928652668116572E-003 1.254061133030530E-018 
          75          73  2.689054636820800E-003 -4.736705207709922E-018 
          75          74  -8.155318457719161E-002 -2.002216258695020E-018 
          75          75  0.469017212788551 7.483277063981493E-017 
          75          76  -8.170230469543174E-002 1.474292714995715E-017 
          75          77  2.684418337666639E-003 -4.171288841977225E-018 
          75          78  1.136643101601093E-003 2.634040617299330E-018 
          75          79  5.966148198418329E-003 -3.542696486560758E-018 
          75          80  -7.729447680930610E-002 6.450556768894389E-018 
          75          81  -7.684628650769144E-002 -7.144084392090037E-018 
          75          82  5.909665757724707E-003 3.771258561732480E-019 
          75          83  -3.264034410406052E-003 -1.275094336405949E-018 
          75          84  -3.294748019304901E-003 -2.068658539917459E-018 
          75          85  2.527474621404552E-003 2.036005646892445E-019 
          75          86  4.960051426460712E-003 8.221197684689611E-019 
          75          87  2.392360942754474E-003 -7.322190035969331E-019 
          75          88  -3.946601096881381E-003 -1.890621955481662E-019 
          75          89  6.170448837956458E-004 2.517962178978439E-019 
          75          90  -3.937235513104322E-003 4.401579061448083E-019 
          75          91  -2.240291345234401E-003 4.883932576766209E-020 
          75          92  -2.235741778304371E-003 -2.944287316258742E-019 
          75          93  9.569525107150131E-004 -8.929425507103601E-020 
          75          94  -1.565607255044293E-003 4.608442031876160E-019 
          75          95  -1.590489989122763E-003 -1.390809672596168E-017 
          75          96  9.479897025432809E-004 -1.087638691483050E-019 
          75          97  -2.475448391512255E-005 1.890103147078700E-020 
          75          98  -8.057454870284296E-004 1.613824612149373E-019 
          75          99  -1.419439510898443E-005 3.943617504849026E-019 
          75         100  -2.267164161401246E-005 -1.184694172334755E-019 
          75         101  -3.863305886113729E-005 -5.932948156939198E-019 
          75         102  -8.215385230616409E-004 -1.128868998782724E-018 
          75         103  -4.132275726021701E-004 6.594181400680577E-020 
          75         104  -5.714119806025681E-005 -5.084545306416120E-019 
          75         105  -7.744286528549820E-005 -1.070967622538723E-020 
          75         106  -8.509864193913099E-005 -1.205908037364586E-019 
          75         107  -5.357402067775990E-005 1.050280813358534E-019 
          75         108  -4.284697454659846E-004 1.295807465338307E-019 
          76          37  -3.754821713674525E-006 -3.644979048649879E-022 
          76          38  -1.258240372073852E-005 1.632507976873178E-021 
          76          39  -8.810806839254532E-005 2.917578817758522E-020 
          76          40  -2.239227372433765E-004 -3.000743419499103E-020 
          76          41  -9.922281478984229E-005 1.550421261492576E-020 
          76          42  -2.109394477163045E-005 -2.120843844011363E-021 
          76          43  -4.898492014458794E-004 -3.868597638623546E-021 
          76          44  -2.452234164917950E-005 4.156254474667301E-020 
          76          45  -1.891076021782349E-004 -1.572722657242186E-019 
          76          46  -1.732661503344464E-004 -3.662495471051078E-020 
          76          47  -2.145488422723884E-005 -4.227211414272966E-021 
          76          48  -5.086916029050099E-004 7.779803997941518E-020 
          76          49  -6.919116566451005E-004 1.629981219971169E-019 
          76          50  -4.920273516535728E-006 6.602648883927517E-020 
          76          51  -4.046613270697948E-005 6.877804856708480E-021 
          76          52  -5.452660782388408E-006 8.423715919338867E-020 
          76          53  -6.495717005749397E-004 -5.765863597227619E-020 
          76          54  -4.210427406831765E-005 1.372940570631553E-019 
          76          55  7.341244030615864E-004 2.020122276190472E-020 
          76          56  -1.335934820909842E-003 1.748328571353686E-019 
          76          57  -1.261494084477338E-003 -3.418956118540366E-020 
          76          58  6.996266774611889E-004 -1.764733666522842E-019 
          76          59  -2.002144691898004E-003 2.491461027352862E-019 
          76          60  -2.001844457499262E-003 1.110360074129457E-020 
          76          61  -3.421096269851928E-003 -1.676377636282271E-019 
          76          62  -1.079801615462345E-004 3.611596137311710E-019 
          76          63  -3.398541427620011E-003 7.823599167221875E-020 
          76          64  2.197190935734057E-003 -6.627735749800485E-019 
          76          65  4.661912491142062E-003 2.001362307869831E-019 
          76          66  2.330858749829375E-003 9.834747787016758E-019 
          76          67  -2.918609501809288E-003 5.303686181419381E-018 
          76          68  -2.914991205924491E-003 1.213780104433074E-018 
          76          69  5.751385735739748E-003 -2.521363505546778E-018 
          76          70  -7.733885638837731E-002 5.996449732348618E-018 
          76          71  -7.780502415782251E-002 8.596710859930964E-020 
          76          72  5.801337333276493E-003 -1.078488326196516E-018 
          76          73  1.151569048032829E-003 -3.036773621809155E-019 
          76          74  2.676811061104212E-003 -1.590301611337961E-018 
          76          75  -8.170230469543174E-002 1.474292714995715E-017 
          76          76  0.469021137883169 3.197111746354939E-017 
          76          77  -8.144621217369988E-002 9.275717404084557E-019 
          76          78  2.680061769015940E-003 5.081974258572046E-018 
          76          79  -3.316378157971435E-003 1.369116078096834E-019 
          76          80  6.027421923267546E-003 1.101913280882306E-018 
          76          81  -7.757205750419462E-002 -7.507877349311501E-018 
          76          82  -7.670308486757330E-002 -2.341392589297176E-018 
          76          83  5.902740465032442E-003 -1.410703608227849E-018 
          76          84  -3.264421323301257E-003 6.262161092941847E-019 
          76          85  -4.040450653796958E-003 4.657319728847419E-019 
          76          86  2.585187969925487E-003 -3.994403424990671E-020 
          76          87  4.977898958813675E-003 7.706025750947109E-019 
          76          88  2.406474336614118E-003 -1.010610040318019E-019 
          76          89  -3.902424136441149E-003 4.435654346349031E-019 
          76          90  5.339762008002466E-004 -1.059322870342043E-019 
          76          91  9.588088455999576E-004 -1.395278012247668E-019 
          76          92  -2.258912690787728E-003 -4.384481634781176E-020 
          76          93  -2.224330611767409E-003 1.973173876971594E-019 
