Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= 8000
          38          69  1.196315794790981E-005 8.299835731073191E-021 
          38          70  -1.292933273361754E-004 1.144003398152234E-020 
          38          71  -1.130652010913955E-004 -2.298908077456157E-020 
          38          72  -1.493610253525710E-004 -5.944515864117178E-020 
          38          73  2.146802755068249E-005 -1.196627789145488E-021 
          38          74  -1.284960012091627E-005 1.447156822822407E-020 
          38          75  2.050651425942756E-005 1.283113780708636E-020 
          38          76  3.085821288890066E-005 3.217678103715217E-020 
          38          77  1.543053097186746E-005 -5.561552789084977E-021 
          38          78  4.080556081635500E-005 -4.775025026543367E-020 
          38          79  -2.371194680771103E-006 -1.178458476988855E-020 
          38          80  -2.000457131698450E-006 5.596079753396238E-021 
          38          81  -7.376693093298695E-006 -1.224300997680290E-020 
          38          82  -5.268517268077530E-006 -2.658855859398905E-021 
          38          83  -6.426483404259875E-006 -5.388771029813013E-021 
          38          84  -8.416464716070295E-006 2.906337399477479E-021 
          38          85  1.302914454024483E-006 1.463201348480554E-021 
          38          86  1.206595524929905E-006 1.466655870662929E-021 
          38          87  1.500038115626346E-006 -9.276656107604200E-021 
          38          88  1.959101789254978E-006 9.391848228454533E-021 
          38          89  1.544020530765022E-006 2.666181672725055E-021 
          38          90  1.420653502003515E-006 -7.751872335791617E-022 
          38          91  -4.142675910851377E-007 2.348420895900307E-021 
          38          92  -1.690889313463877E-007 -5.115897132906723E-021 
          38          93  -5.546460491194271E-007 9.157504869111053E-021 
          38          94  -5.191410043031648E-007 -4.688378528744205E-021 
          38          95  -2.590646569046184E-007 4.742935184608022E-021 
          38          96  -5.531235464378535E-007 3.664962191216134E-020 
          38          97  1.406790491211587E-007 2.002051471587824E-020 
          38          98  1.440291691956200E-007 -7.421446600085809E-021 
          38          99  2.011689887365829E-007 7.807743468285972E-021 
          38         100  1.072923483860687E-007 -4.714308195826883E-021 
          38         101  8.626498470134875E-008 -1.648451602047533E-020 
          38         102  1.608271916008597E-007 7.409676901195850E-021 
          38         103  -1.367514266448955E-007 2.405260650674261E-022 
          38         104  -1.653979551910414E-007 8.042859249738911E-022 
          38         105  -1.865863043212841E-007 -1.340456105762993E-020 
          38         106  -1.815546348150920E-007 -3.569611749549560E-021 
          38         107  -2.126570256871923E-007 -1.447850211409994E-021 
          38         108  -2.305584960597405E-007 -2.522338312959207E-020 
          39          37  1.105428759945265E-002 -7.591856378110888E-018 
          39          38  -0.131586674118383 4.009861922293400E-017 
          39          39  0.631833420152184 -8.151306846874276E-017 
          39          40  -0.131656880299663 -2.530545600167758E-017 
          39          41  1.107664464985385E-002 7.902121623983905E-018 
          39          42  -2.183043607161767E-003 -3.932910828551851E-018 
          39          43  2.383798313922111E-002 -1.051850015952310E-017 
          39          44  -0.127689143844228 -1.302126682277258E-017 
          39          45  -0.125867006321486 8.152827821366188E-018 
          39          46  2.347368940661027E-002 9.133372836804753E-018 
          39          47  -6.470846450208225E-003 -4.224707052096152E-018 
          39          48  -6.468824648949178E-003 -8.267452047892082E-018 
          39          49  1.110816767802465E-002 -2.853497744589258E-018 
          39          50  2.140058515095048E-002 -3.864935215285758E-018 
          39          51  1.068912835593406E-002 1.144979304361597E-019 
          39          52  -8.006521926489159E-003 -8.223680760906725E-019 
          39          53  6.027735240898617E-003 -1.068247194427330E-019 
          39          54  -8.185657708099099E-003 2.452726928158004E-018 
          39          55  -4.479043005090784E-003 4.826975525098501E-020 
          39          56  -4.369935317964349E-003 -1.701559053378995E-018 
          39          57  -6.398645686138337E-004 2.126661225240546E-019 
          39          58  -1.932069996594771E-004 3.595333342762200E-019 
          39          59  -1.392239416816404E-004 1.549222141527768E-019 
          39          60  -7.186338593471861E-004 -1.467105682141194E-019 
          39          61  9.376274357664869E-004 7.225901377629258E-020 
          39          62  5.009693526008025E-004 -4.204745453505881E-020 
          39          63  2.740126230437538E-004 -2.690290270708189E-020 
          39          64  -2.191498504569800E-004 -6.402890377699497E-020 
          39          65  2.474281504690916E-004 -5.139457646131396E-020 
          39          66  4.955526964567306E-004 4.772271056719136E-020 
          39          67  -1.483709685723424E-004 2.005741143902801E-021 
          39          68  -1.538481473478879E-004 -4.508773700619355E-021 
          39          69  1.822979092978543E-005 -8.735597615345248E-021 
          39          70  1.006457714209912E-005 -6.258954269369534E-022 
          39          71  -1.308256660984941E-004 -1.651592745956727E-020 
          39          72  -1.391529059672951E-004 7.155344506078388E-021 
          39          73  3.943718678088570E-005 -1.566815224679147E-020 
          39          74  2.102285639204425E-005 -3.028660485976438E-021 
          39          75  -1.225666910924801E-005 -2.104218465092045E-020 
          39          76  2.068227238394395E-005 3.807989938448786E-020 
          39          77  3.039051353426646E-005 -1.506355309261169E-020 
          39          78  1.981135869439952E-005 -3.516707525541829E-020 
          39          79  -8.096412522468603E-006 2.017317293568542E-021 
          39          80  -2.248146180301060E-006 1.183837523881674E-020 
          39          81  -2.362471504334699E-006 -2.358755395094669E-020 
          39          82  -7.194768061425340E-006 -1.953010936822588E-020 
          39          83  -5.304456445808774E-006 4.100464273558851E-021 
          39          84  -7.244146019743431E-006 -7.655303977668695E-021 
          39          85  1.408725223825442E-006 6.191441317403532E-022 
          39          86  1.265475306923350E-006 1.931909622457072E-021 
          39          87  1.268412873604163E-006 -6.501484413258311E-021 
          39          88  1.463060319573062E-006 9.959914302425294E-021 
          39          89  1.905873498727023E-006 3.011053332808727E-021 
          39          90  1.691005414334769E-006 -2.170275193443648E-021 
          39          91  -4.584894134637923E-007 1.305230344632229E-021 
          39          92  -4.225508867598440E-007 -5.282976076048742E-021 
          39          93  -2.238753315788233E-007 8.227103694428226E-021 
          39          94  -5.328187757669113E-007 -4.493461925791705E-021 
          39          95  -5.234365204468797E-007 4.701099051396593E-021 
          39          96  -3.027840890305997E-007 3.375450593379825E-020 
          39          97  2.259134804261060E-007 1.666215204748882E-020 
          39          98  1.212091964001823E-007 -7.428100372666940E-021 
          39          99  1.250191381260535E-007 6.185691138159414E-021 
          39         100  1.786753851053268E-007 -4.696071331421922E-021 
          39         101  8.373203603886478E-008 -1.482260715562391E-020 
          39         102  8.330076996909674E-008 6.501358653270462E-021 
          39         103  -1.339177055221967E-007 1.961552683849790E-021 
          39         104  -1.395584516920858E-007 2.732538595596857E-021 
          39         105  -1.702694449603268E-007 -9.546675499261633E-021 
          39         106  -1.723428949445664E-007 -7.410240332438401E-022 
          39         107  -1.812668524276984E-007 1.475948913134423E-021 
          39         108  -2.101096648836634E-007 -1.942513413357213E-020 
          40          37  -2.196116427656389E-003 3.058108135559863E-018 
          40          38  1.105406193273924E-002 3.554116073851257E-018 
          40          39  -0.131656880299663 -2.530545600167758E-017 
          40          40  0.631845264032843 1.016966552379491E-016 
          40          41  -0.131681868228952 -1.994411713674705E-017 
          40          42  1.109684137694890E-002 -4.351185917372441E-019 
          40          43  -6.499727131747191E-003 5.950543592021509E-018 
          40          44  2.391688703128105E-002 8.491016558917025E-019 
          40          45  -0.127778981918287 5.485800262140601E-018 
          40          46  -0.125875000146162 1.469050451163658E-018 
          40          47  2.356688435886339E-002 -7.909749524733336E-018 
          40          48  -6.555148440305181E-003 4.787462675683305E-018 
          40          49  -8.348538134836912E-003 -9.544948269114578E-018 
          40          50  1.127627812104178E-002 -2.459693246492617E-018 
          40          51  2.141803942453333E-002 3.549102097801672E-019 
          40          52  1.069675725640284E-002 6.596354698483001E-019 
          40          53  -8.057616363991649E-003 -1.293447055028711E-018 
          40          54  6.114352090603174E-003 -5.938666278432493E-018 
          40          55  -8.303787169323956E-004 1.911297399854839E-018 
          40          56  -4.574346545442970E-003 -1.616392194713079E-019 
          40          57  -4.341956519449386E-003 3.604176575239439E-019 
          40          58  -6.389312403682845E-004 -2.994650487068133E-019 
          40          59  -1.435001156509932E-004 2.646381919838340E-019 
          40          60  -1.608538904835953E-004 1.944821925479990E-018 
          40          61  5.623342152581328E-004 -1.425570597220288E-019 
          40          62  9.423466037775947E-004 1.350038690670881E-019 
          40          63  4.881895363417728E-004 -2.271629605362913E-020 
          40          64  2.731415968734730E-004 -8.375852114027584E-020 
          40          65  -2.222787362468744E-004 -2.738660155724574E-019 
          40          66  3.110351877143271E-004 -5.262319057874234E-019 
          40          67  -1.562238660972227E-004 9.205657369132892E-021 
          40          68  -1.403264116075037E-004 -2.257170663943011E-020 
          40          69  -1.461130333703501E-004 -4.774348217266086E-022 
          40          70  1.486251256081094E-005 5.634509574589673E-020 
          40          71  1.461032477134600E-005 9.658517109721372E-020 
          40          72  -1.604949000537984E-004 7.762990407387929E-020 
          40          73  2.150561576539829E-005 -2.128442140083743E-021 
          40          74  3.591070192123665E-005 1.224450286301009E-020 
          40          75  2.028364496433974E-005 -7.704544074236735E-020 
          40          76  -1.199954336084501E-005 2.505460546185905E-020 
          40          77  1.976073279830396E-005 -2.114819900220760E-020 
          40          78  3.923371725686554E-005 2.336169458971288E-020 
          40          79  -6.930929747390345E-006 9.185311595723513E-021 
          40          80  -7.444530101998520E-006 5.596792690635412E-021 
          40          81  -2.235346392317095E-006 -9.848036819845224E-021 
          40          82  -2.348800303222270E-006 -2.551853767467748E-020 
          40          83  -7.320199021247547E-006 -7.631478527469105E-021 
          40          84  -7.355587029805059E-006 -2.325879860260573E-020 
          40          85  1.698277457503297E-006 2.948702133229045E-021 
          40          86  1.257036653802328E-006 3.142731108992678E-021 
          40          87  1.296169386875605E-006 -4.516718701562822E-021 
          40          88  1.312439929554174E-006 1.030449797744955E-020 
          40          89  1.506915332175331E-006 1.152441973630302E-021 
          40          90  2.302295545821729E-006 -2.168397911218815E-021 
          40          91  -2.018543499916190E-007 2.199518685980316E-021 
          40          92  -4.396427554656326E-007 -4.647433289510922E-021 
          40          93  -4.894300553132516E-007 8.033242788019113E-021 
          40          94  -2.494777924910778E-007 -4.803491299369080E-021 
          40          95  -5.598845943884082E-007 2.750927499403220E-021 
          40          96  -6.455703094912587E-007 2.987296918952999E-020 
          40          97  1.367989418100548E-007 1.925721278204848E-020 
          40          98  2.142490242306427E-007 -4.668804252856489E-021 
          40          99  1.160873832295839E-007 7.809892474850718E-021 
          40         100  1.151947155943647E-007 -3.127639909696282E-021 
          40         101  1.650983924286398E-007 -1.380521017283824E-020 
          40         102  9.589803155923977E-008 6.336187044611084E-021 
          40         103  -1.304363378941274E-007 -2.657534340024984E-021 
          40         104  -1.471325547734517E-007 -2.629879366760406E-021 
          40         105  -1.558563241225962E-007 -1.532373532134846E-020 
          40         106  -1.703582044374365E-007 -7.056676683541091E-021 
          40         107  -1.864321542669027E-007 -5.737722856086770E-021 
          40         108  -1.940842988889358E-007 -2.654725834655301E-020 
          41          37  1.115928040406832E-002 8.138845063997361E-018 
          41          38  -2.142454251646178E-003 -2.216407873657769E-018 
          41          39  1.107664464985385E-002 7.902121623983905E-018 
          41          40  -0.131681868228952 -1.994411713674705E-017 
          41          41  0.631822283715732 -5.090529289988133E-017 
          41          42  -0.132094669396940 -1.374308171643615E-018 
          41          43  -6.608577449365517E-003 9.828164684988973E-018 
          41          44  -6.565132609784907E-003 -1.521870965358063E-017 
          41          45  2.391646290289531E-002 1.524373232595682E-018 
          41          46  -0.127426478176047 -1.381789928657884E-018 
          41          47  -0.126313487747584 -3.822439028396893E-018 
          41          48  2.388818195169513E-002 1.344982406633534E-017 
          41          49  6.198093601641463E-003 -3.645226641279714E-019 
          41          50  -8.365308970795356E-003 -5.866853348263808E-018 
          41          51  1.125532079965553E-002 -1.199390872826074E-017 
          41          52  2.140202252735525E-002 -3.182348451909549E-018 
          41          53  1.082626288741647E-002 1.011247216707097E-018 
          41          54  -8.306964987693663E-003 -3.924084139278146E-018 
          41          55  -1.716389404291940E-004 -1.002227501650949E-019 
          41          56  -8.277853067915198E-004 1.874563741611247E-018 
          41          57  -4.575452497802271E-003 1.599811196741131E-018 
          41          58  -4.373954220330168E-003 8.148704773627575E-019 
          41          59  -6.820446834000110E-004 8.405216429658453E-021 
          41          60  -1.485728753036665E-004 9.507307165161642E-019 
          41          61  3.326572242197016E-004 -3.455594307784226E-019 
          41          62  5.681052512388561E-004 -4.435271312733798E-019 
          41          63  9.415932477855963E-004 -1.674119673035870E-019 
          41          64  4.922873701496520E-004 -5.701287484918423E-020 
          41          65  2.824769324819256E-004 -9.700900334671192E-021 
          41          66  -2.480929149938085E-004 -2.164371367719351E-019 
          41          67  -1.753883200355324E-004 8.894135485114921E-020 
          41          68  -1.601326637018837E-004 5.055121392942163E-020 
          41          69  -1.374274151329443E-004 1.511386964700191E-020 
          41          70  -1.476922893472832E-004 -2.211736067995062E-020 
          41          71  1.257333318042119E-005 3.380455529886972E-021 
          41          72  1.546156964510451E-005 8.780288644885232E-020 
          41          73  4.447090326533197E-005 -2.238239811148054E-020 
          41          74  2.059674910977672E-005 -9.871267956823849E-021 
          41          75  3.500073443693375E-005 1.423001764932584E-020 
          41          76  2.103356663887870E-005 4.773266481047253E-020 
          41          77  -1.215575691580008E-005 2.308447255950083E-020 
          41          78  2.211721637808706E-005 6.921543830139593E-020 
          41          79  -8.238176143258602E-006 6.076214793776691E-022 
          41          80  -6.520512971648672E-006 1.333318405091727E-020 
          41          81  -7.458290052634724E-006 -1.195165157589008E-020 
          41          82  -2.272960972162928E-006 -6.848777129736850E-021 
          41          83  -2.029473812404259E-006 -3.287406608636992E-021 
          41          84  -8.555070814951615E-006 -7.972761158881401E-021 
          41          85  2.513424476791098E-006 3.338396366295470E-021 
          41          86  1.598226221085002E-006 1.799388936586738E-021 
          41          87  1.226060436739032E-006 -4.537575477477206E-021 
          41          88  1.236333481104692E-006 9.177586396176706E-021 
          41          89  1.260850547699520E-006 1.696115516004380E-021 
          41          90  1.810675664688407E-006 -1.587711344038546E-021 
          41          91  -6.124111990703047E-007 1.961568292950334E-021 
          41          92  -1.808692152371821E-007 -4.127278563882779E-021 
          41          93  -4.472838268172534E-007 6.176294014893091E-021 
          41          94  -4.809255419614500E-007 -4.179929402035972E-021 
          41          95  -2.461197138537019E-007 2.124480817219839E-021 
          41          96  -6.462528609755673E-007 2.570252843425202E-020 
          41          97  1.569387696119269E-007 1.616683949085729E-020 
          41          98  1.036236785141605E-007 -4.281650151142009E-021 
          41          99  1.924769371175309E-007 6.430972274302121E-021 
          41         100  9.821094238098848E-008 -2.805475672952117E-021 
          41         101  9.079652094388126E-008 -1.173494488414454E-020 
          41         102  1.781641932352339E-007 5.477481629246000E-021 
          41         103  -1.076675870668241E-007 -1.844809189334822E-021 
          41         104  -1.272752124062704E-007 -1.779722472198084E-021 
          41         105  -1.468496510535619E-007 -1.253653900041349E-020 
          41         106  -1.393384035848396E-007 -5.416700749299383E-021 
          41         107  -1.649326492403861E-007 -4.189439957142082E-021 
          41         108  -1.825643192757320E-007 -2.193697644425057E-020 
          42          37  -0.132840798761275 2.104230786286950E-017 
          42          38  1.113580138617993E-002 5.537884343064016E-019 
          42          39  -2.183043607161767E-003 -3.932910828551851E-018 
          42          40  1.109684137694890E-002 -4.351185917372441E-019 
          42          41  -0.132094669396940 -1.374308171643615E-018 
          42          42  0.631851660734168 1.662503473717990E-016 
          42          43  2.415807604735408E-002 1.020127197175567E-017 
          42          44  -6.583707434010576E-003 -4.893647997014313E-018 
          42          45  -6.539584193151753E-003 9.646260084739577E-018 
          42          46  2.379444650033680E-002 2.516541990511615E-018 
          42          47  -0.126305525478092 -7.231700888662988E-018 
          42          48  -0.127501689736083 -1.561321671844020E-017 
          42          49  -8.445210338525877E-003 -1.488173993714974E-018 
          42          50  6.177292887678451E-003 -3.196910117284584E-018 
          42          51  -8.305066027474405E-003 -4.010118884730245E-018 
          42          52  1.105296770619974E-002 2.963002927167237E-018 
          42          53  2.123941433675271E-002 6.437224363333673E-018 
          42          54  1.136148661016883E-002 -4.917100841395030E-019 
          42          55  -1.403118191247152E-004 6.319915202342732E-019 
          42          56  -1.737662104837412E-004 5.064043088055522E-019 
          42          57  -8.265004231800071E-004 5.949876247439602E-019 
          42          58  -4.478860945425791E-003 -8.425156445323963E-019 
          42          59  -4.409086978578976E-003 4.197934493074668E-019 
          42          60  -8.664098540067741E-004 -7.553383381217386E-019 
          42          61  -2.575431901671345E-004 -1.464757153263676E-019 
          42          62  3.314180135240328E-004 -2.438308716158730E-019 
          42          63  5.630446596796117E-004 -5.055596964650115E-020 
          42          64  9.422531195288376E-004 5.254238584188277E-020 
          42          65  5.184983962943558E-004 1.028532154161917E-019 
          42          66  3.338366786332019E-004 1.865028809636586E-019 
          42          67  1.450958779905148E-005 1.123939408456476E-021 
          42          68  -1.736283022079775E-004 5.479454399904811E-020 
          42          69  -1.602703452693692E-004 -1.481438653951902E-020 
          42          70  -1.445242063742320E-004 -7.438377120827493E-021 
          42          71  -1.509320902405600E-004 -2.542348166917699E-020 
          42          72  4.613253005163269E-006 -1.573838094538649E-020 
          42          73  2.288993323389547E-005 2.511926583387845E-020 
          42          74  4.510843456582805E-005 1.849711388011013E-020 
          42          75  2.140128876988838E-005 -4.532287805312768E-021 
          42          76  3.764744489483237E-005 6.693726741468722E-020 
          42          77  2.142924674450775E-005 3.294687298499300E-020 
          42          78  -9.499580799669652E-006 1.501951572953013E-020 
          42          79  -8.999715923570359E-006 -7.084598777510845E-021 
          42          80  -8.253892465261973E-006 2.880444895837819E-020 
          42          81  -6.909517955567763E-006 -7.607734406742481E-021 
          42          82  -8.067303667786891E-006 -7.712636010808908E-021 
          42          83  -2.435606295325143E-006 -1.056620229002746E-020 
          42          84  -2.813932453226228E-006 -2.718589856078422E-021 
          42          85  1.953642449620984E-006 -1.204018008188530E-021 
          42          86  2.460737627534213E-006 -1.130457503907452E-022 
          42          87  1.690719590328828E-006 -6.908399711103818E-021 
          42          88  1.351791231977127E-006 6.049438177883427E-021 
          42          89  1.166019789419138E-006 2.019392066169389E-021 
          42          90  1.491180683873936E-006 -7.223888319859805E-023 
          42          91  -6.053953847992729E-007 5.368058650534241E-022 
          42          92  -6.061175829291157E-007 -3.852209414544913E-021 
          42          93  -2.405971704235290E-007 6.342498164038538E-021 
          42          94  -4.538225438524726E-007 -2.142682690245003E-021 
          42          95  -4.694747598072042E-007 4.154372278855431E-021 
          42          96  -3.117579021734138E-007 2.556223889791316E-020 
          42          97  2.281805124494351E-007 9.861929702505415E-021 
          42          98  1.386885172493323E-007 -7.130732959566041E-021 
          42          99  9.532945469306549E-008 3.416922151961780E-021 
          42         100  1.758277572602554E-007 -4.342880123983277E-021 
          42         101  7.612120214073483E-008 -1.099063093224694E-020 
          42         102  9.846775502751464E-008 4.640066866365225E-021 
          42         103  -1.109818237983478E-007 4.620202970398279E-021 
          42         104  -1.080639163307162E-007 5.615033418074868E-021 
          42         105  -1.306637613848616E-007 -2.643608243192464E-021 
          42         106  -1.342118495625404E-007 3.884153427697988E-021 
          42         107  -1.368649937538690E-007 6.047810606871230E-021 
          42         108  -1.634062597900302E-007 -8.527498365793959E-021 
          43          37  -0.127465569974933 -3.184008434737729E-017 
          43          38  -0.126559316574644 1.123052088236310E-017 
          43          39  2.383798313922111E-002 -1.051850015952310E-017 
          43          40  -6.499727131747191E-003 5.950543592021509E-018 
          43          41  -6.608577449365517E-003 9.828164684988973E-018 
          43          42  2.415807604735408E-002 1.020127197175567E-017 
          43          43  0.642099203360162 3.193466982212878E-017 
          43          44  -0.138319834317886 8.943048182535268E-018 
          43          45  1.287351473720866E-002 2.428518246014483E-018 
          43          46  3.926255031569599E-003 -6.682764410532922E-018 
          43          47  1.308732394966148E-002 1.143436641613625E-017 
          43          48  -0.139386018512502 -2.558951981255042E-017 
          43          49  -0.130911732618466 -2.055836208829103E-017 
          43          50  2.917617755064500E-002 3.083428901650612E-018 
          43          51  -1.171438882414919E-002 -5.536641607640077E-018 
          43          52  -1.168578545516618E-002 -9.006596225494107E-018 
          43          53  2.865886366486720E-002 7.691454166107414E-018 
          43          54  -0.126469743574719 2.008846664550727E-017 
          43          55  1.149126854371422E-002 7.991845585031783E-018 
          43          56  -9.046126341682434E-003 -2.891716230386386E-018 
          43          57  7.234913499398999E-003 5.987139125456857E-018 
          43          58  -8.901721070178756E-003 -2.356812781065002E-018 
          43          59  1.062794379403808E-002 -3.027632411764769E-018 
          43          60  2.100412072631434E-002 -4.227918780760194E-018 
          43          61  -1.649486770141264E-003 -6.933135276356765E-019 
          43          62  4.150527558034892E-004 -4.112308532136203E-020 
          43          63  3.979279419973066E-004 -6.208213746717969E-019 
          43          64  -1.427251903876128E-003 2.490139885965892E-019 
          43          65  -3.591973420727361E-003 2.886420513059955E-019 
          43          66  -4.031475855884569E-003 -2.153396364026773E-019 
          43          67  4.012000044777525E-004 -1.817679330533249E-020 
          43          68  -5.792350071008850E-004 -7.464444505748753E-020 
          43          69  3.761747189694011E-004 1.395300245491885E-019 
          43          70  6.655769191491569E-004 -8.065845355554468E-020 
          43          71  3.893881350356208E-004 -1.667743648136272E-019 
          43          72  7.669758918497646E-004 -4.807222906204869E-021 
          43          73  5.029766786484765E-005 1.150516623007214E-019 
          43          74  5.882060448902004E-005 -2.852562743124571E-019 
          43          75  -2.096617334568137E-004 4.781877470162653E-020 
          43          76  -8.737344912523347E-005 -6.979171897615936E-020 
          43          77  -1.016748784551717E-004 -2.081082903086877E-019 
          43          78  -2.216129020929138E-004 4.927595980144333E-020 
          43          79  -1.117977625115921E-005 1.277561282020544E-020 
          43          80  2.274010767208408E-005 2.093861656159975E-020 
          43          81  3.973680277881626E-005 3.435832188285936E-021 
          43          82  1.795580990834108E-005 2.598694257346815E-020 
          43          83  4.111278797418499E-005 -1.140342739863400E-020 
          43          84  2.496051187676147E-005 -4.783852742542260E-020 
          43          85  -4.593300631525641E-006 3.494187918642574E-021 
          43          86  -5.409831871452343E-006 -5.028993693541049E-021 
