Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= 8000
          38          49  2.464831192060405E-002 -1.845898342033225E-018 
          38          50  1.138544754222520E-002 8.704405283138321E-019 
          38          51  -7.823493449453820E-003 -3.958219654626427E-018 
          38          52  6.199709077005157E-003 -1.335707789689117E-018 
          38          53  -7.663059094014761E-003 -5.033998300918470E-019 
          38          54  1.105687201400311E-002 1.417640990604307E-019 
          38          55  -4.955028026235151E-003 1.269036007634804E-018 
          38          56  -7.256727951274541E-004 8.910799149829810E-020 
          38          57  -1.852799649427419E-005 -3.139067988050242E-019 
          38          58  7.314662069625434E-006 4.821080169759487E-020 
          38          59  -4.872995879672995E-004 -1.918941408791724E-020 
          38          60  -4.662950188637399E-003 2.607920869487033E-019 
          38          61  6.890619318593243E-004 -2.148681135882654E-019 
          38          62  2.655536475057624E-004 1.008616050176054E-019 
          38          63  -2.638991935370759E-004 1.473825467521366E-019 
          38          64  2.402069375397101E-004 9.549269999158069E-021 
          38          65  5.620731821456067E-004 -3.026210434450469E-020 
          38          66  1.091479900070803E-003 -1.156617018600281E-019 
          38          67  -1.937745936517728E-004 6.977759250776160E-020 
          38          68  2.549757032849802E-005 -4.456136402885673E-020 
          38          69  1.548273230776667E-005 1.297027170316242E-020 
          38          70  -1.643920480124326E-004 -1.243820748849659E-020 
          38          71  -1.646883799544761E-004 8.712822909334498E-021 
          38          72  -1.998984337372899E-004 4.635064182839750E-020 
          38          73  2.573307646599842E-005 1.348196507233091E-020 
          38          74  -1.203857452326355E-005 7.923098884915568E-021 
          38          75  2.475828897424157E-005 7.795022512060496E-020 
          38          76  4.757246250987199E-005 -8.117869684305017E-021 
          38          77  2.934877198614536E-005 8.372172339109715E-021 
          38          78  5.757285567979785E-005 5.019304208054554E-020 
          38          79  -2.646369760924804E-006 6.702396367465303E-021 
          38          80  -2.265685480945230E-006 3.880910124822753E-021 
          38          81  -1.000109304694915E-005 -7.131486879555055E-021 
          38          82  -9.339582907331788E-006 3.951221038392053E-021 
          38          83  -1.042074305217871E-005 1.972726384405425E-021 
          38          84  -1.114799023067208E-005 -6.851036794247609E-021 
          38          85  1.397156523621871E-006 -4.349736884618167E-021 
          38          86  1.582922146733822E-006 -7.846636807565495E-021 
          38          87  2.316609538907400E-006 9.107291008778434E-021 
          38          88  3.018092994478827E-006 -7.714231132009528E-021 
          38          89  2.375926826205344E-006 -4.173476900300117E-021 
          38          90  1.794256204741334E-006 -1.168639422809860E-020 
          38          91  -5.351617629675914E-007 4.008376606860331E-021 
          38          92  -4.119342494308317E-007 2.230508853817069E-020 
          38          93  -8.508194668449589E-007 1.861547148891488E-020 
          38          94  -8.550197829138787E-007 5.727602641342224E-021 
          38          95  -5.125327300531078E-007 6.343185804602394E-021 
          38          96  -7.210203553907709E-007 1.142921945176919E-020 
          38          97  3.108256450435295E-007 -7.051567867013048E-021 
          38          98  3.230205856156277E-007 -5.855042469191631E-021 
          38          99  3.566932325879968E-007 -1.936217431477401E-020 
          38         100  2.813263639608133E-007 -9.440060064287157E-021 
          38         101  2.113576014905911E-007 -1.170528758177772E-020 
          38         102  2.640508229331328E-007 -3.179388808534906E-021 
          38         103  -3.053745078897912E-007 6.613196930851901E-022 
          38         104  -3.347786140262096E-007 2.638068107124968E-020 
          38         105  -3.860813721201829E-007 -1.215036789766725E-020 
          38         106  -3.680181836154475E-007 4.243531057958257E-021 
          38         107  -3.804038223935151E-007 1.780897549163105E-020 
          38         108  -4.517526874908209E-007 1.962852606027757E-020 
          39          37  1.224159124474955E-002 2.623773825464595E-018 
          39          38  -0.139973376832230 1.922593260130098E-017 
          39          39  0.662712017839153 3.728553174050800E-016 
          39          40  -0.140135948690170 -2.628392517956498E-018 
          39          41  1.231846998853768E-002 -1.323388731579005E-017 
          39          42  -3.064386898934849E-003 -5.926294704135479E-019 
          39          43  2.717038058587560E-002 -7.371128821316460E-018 
          39          44  -0.136261498599083 2.386758868300576E-017 
          39          45  -0.134176724236363 6.650786559601954E-018 
          39          46  2.676664429411752E-002 1.278572496570001E-017 
          39          47  -6.844261133013672E-003 3.995042227810094E-018 
          39          48  -6.813740266896193E-003 2.248108060705650E-017 
          39          49  1.169217056359977E-002 5.088645272135682E-018 
          39          50  2.486144711999273E-002 2.065228487694941E-018 
          39          51  1.123019872731269E-002 1.526128575050448E-018 
          39          52  -7.821366610717305E-003 -3.183295041134472E-018 
          39          53  6.247374956147968E-003 -2.840200871428486E-018 
          39          54  -8.004819324036915E-003 -1.295758055092742E-018 
          39          55  -5.021169123601165E-003 -2.167872007962525E-018 
          39          56  -4.904042140056230E-003 1.137311027984662E-018 
          39          57  -6.729732257013321E-004 3.002057000220339E-019 
          39          58  -5.768456512233920E-005 1.230979514483362E-018 
          39          59  -1.017360414498964E-007 1.252228120195273E-019 
          39          60  -7.732175572700232E-004 1.005287453793241E-018 
          39          61  1.134163930487107E-003 2.417733602218562E-019 
          39          62  6.536102930494442E-004 -3.153525933772586E-020 
          39          63  2.602558155492271E-004 -1.910386629876278E-019 
          39          64  -2.589481438483097E-004 -7.006236970834581E-020 
          39          65  2.373785214532778E-004 -9.692334884883276E-020 
          39          66  6.536055480750849E-004 3.217388656680961E-021 
          39          67  -2.020240543824821E-004 -4.269990033806637E-020 
          39          68  -1.841374937742145E-004 6.094227395993224E-020 
          39          69  2.276685370912271E-005 3.497798914051197E-020 
          39          70  1.437372791188183E-005 -4.587100535861573E-021 
          39          71  -1.627970980574680E-004 6.621208681729003E-022 
          39          72  -1.902645695258395E-004 -2.826175217267631E-020 
          39          73  5.697169569211053E-005 -4.110490583122894E-021 
          39          74  2.324350648426784E-005 4.197378606969939E-020 
          39          75  -1.061342921803155E-005 -1.426978720775935E-020 
          39          76  2.366768735522793E-005 2.851884725690426E-020 
          39          77  4.680816053676268E-005 6.659801795267041E-021 
          39          78  3.379395129783042E-005 -2.977606595988757E-020 
          39          79  -1.067836917962495E-005 6.616037804785454E-021 
          39          80  -2.238803727788097E-006 -6.855875925893052E-021 
          39          81  -2.577047681941249E-006 -4.857509542263417E-021 
          39          82  -9.573730867300616E-006 1.210033914801269E-020 
          39          83  -9.356245535708651E-006 2.672157067579826E-021 
          39          84  -1.132004943700327E-005 -9.524610665463601E-021 
          39          85  1.781072666378495E-006 2.401650926304687E-021 
          39          86  1.280599626285768E-006 2.228082421826558E-021 
          39          87  1.595984941458886E-006 1.390447928445128E-020 
          39          88  2.233618689419314E-006 -1.811482973565352E-021 
          39          89  2.941431316775505E-006 -1.739753895478106E-021 
          39          90  2.485557452063853E-006 -1.211199635065985E-020 
          39          91  -5.656107110565216E-007 7.885880741257686E-023 
          39          92  -5.525387586299750E-007 1.436258843414065E-020 
          39          93  -4.189428742247471E-007 1.178891873959314E-020 
          39          94  -8.544248311180103E-007 -3.133329492812231E-021 
          39          95  -8.453056187374712E-007 -4.804311042093008E-021 
          39          96  -5.535711008842837E-007 -5.708193236441873E-022 
          39          97  3.706644317810065E-007 8.477794517105509E-021 
          39          98  2.704725157057920E-007 7.668427641224562E-021 
          39          99  2.597443399986764E-007 -8.733515585444924E-021 
          39         100  3.549845998101740E-007 2.289713160188658E-021 
          39         101  2.193922863864181E-007 -3.550628485033624E-021 
          39         102  1.943333319096498E-007 3.364751846872454E-021 
          39         103  -2.903233249056438E-007 -1.832052799995538E-020 
          39         104  -2.976201874050053E-007 4.735744567586562E-021 
          39         105  -3.604607833521132E-007 -3.473845536089517E-020 
          39         106  -3.548498062550650E-007 -1.913865069494758E-020 
          39         107  -3.469870896912991E-007 -6.921382315938929E-021 
          39         108  -4.218584516160866E-007 -1.005426348607809E-020 
          40          37  -3.091667790028296E-003 8.486314264634925E-018 
          40          38  1.228490420693697E-002 1.352606664806171E-017 
          40          39  -0.140135948690170 -2.628392517956498E-018 
          40          40  0.662728503014579 4.964351133106863E-017 
          40          41  -0.140200964277826 -4.018598081440304E-017 
          40          42  1.231071811461012E-002 -1.729065218240882E-018 
          40          43  -6.841610010112001E-003 -5.181214546479047E-018 
          40          44  2.724264453381785E-002 3.976231683656064E-018 
          40          45  -0.136184685924925 7.033650733623060E-017 
          40          46  -0.134078103685916 -2.424763952002032E-017 
          40          47  2.685477598342614E-002 -1.919085158611664E-018 
          40          48  -6.904675464954525E-003 -1.703719403521663E-017 
          40          49  -8.179728310732010E-003 6.218969708960771E-019 
          40          50  1.187502789297021E-002 -1.091477866658884E-018 
          40          51  2.480966670177022E-002 -5.449040893753606E-018 
          40          52  1.124623623255677E-002 -1.078437620294068E-018 
          40          53  -7.881390796656451E-003 2.993085919081377E-018 
          40          54  6.328158337522483E-003 -9.045709700410121E-019 
          40          55  -8.816064003555419E-004 2.846649566186013E-018 
          40          56  -5.096923621416701E-003 3.754004048290181E-019 
          40          57  -4.875150819762589E-003 1.082322498579436E-018 
          40          58  -6.757912160672775E-004 -8.841320451346264E-019 
          40          59  -1.987950440810873E-005 -2.250718553005093E-019 
          40          60  -1.748236018265958E-005 -1.743817451920383E-019 
          40          61  7.173166693057044E-004 -3.237344180771206E-019 
          40          62  1.134871783833438E-003 -1.497953676721063E-019 
          40          63  6.393068468229836E-004 3.498109564001249E-020 
          40          64  2.606666212699667E-004 5.045515727801065E-020 
          40          65  -2.608384604675942E-004 2.962106513917076E-020 
          40          66  2.997900603490083E-004 -3.012534224686526E-019 
          40          67  -2.077184934061321E-004 1.173095276213889E-019 
          40          68  -1.930895989433893E-004 3.441919045349845E-020 
          40          69  -1.770600076432068E-004 4.483738788914000E-020 
          40          70  1.853134400631793E-005 -1.461672450029103E-020 
          40          71  1.766299091202536E-005 6.451976434541726E-020 
          40          72  -1.922513130497774E-004 4.025624752332761E-020 
          40          73  3.598651218432347E-005 -6.562964202409668E-021 
          40          74  5.302940861098027E-005 1.918988548203568E-020 
          40          75  2.302599477868127E-005 1.404519278801946E-020 
          40          76  -1.005651120007683E-005 1.201548560034217E-021 
          40          77  2.325773274132072E-005 2.371473978960850E-020 
          40          78  5.594285573674577E-005 -4.353749213904960E-020 
          40          79  -1.109512130902438E-005 1.520318053886135E-021 
          40          80  -9.942244960798030E-006 -4.102743430205658E-021 
          40          81  -2.354071777581368E-006 -5.111618252285709E-021 
          40          82  -2.576792647188749E-006 1.077520391823720E-020 
          40          83  -9.941321400213435E-006 -9.844659344464928E-022 
          40          84  -1.144460704230278E-005 -1.166141559829026E-020 
          40          85  2.523082858323825E-006 -7.202615152931000E-021 
          40          86  1.601218721298723E-006 -7.023468221879877E-021 
          40          87  1.292782017631267E-006 7.918071079855090E-021 
          40          88  1.674816685995770E-006 -7.469893749916429E-021 
          40          89  2.309101616391595E-006 -3.077428863833661E-021 
          40          90  3.363093280239014E-006 -1.313428027020077E-020 
          40          91  -4.011529912006114E-007 3.775528364834003E-021 
          40          92  -5.649331126916899E-007 2.229002240454823E-020 
          40          93  -5.864862173405895E-007 1.745989260129834E-020 
          40          94  -4.907105755896007E-007 6.301114507844430E-021 
          40          95  -8.807031459390263E-007 6.531899189389305E-021 
          40          96  -9.849709776313933E-007 1.146491797826556E-020 
          40          97  3.037774480652140E-007 -7.917890450125834E-021 
          40          98  3.500939034535519E-007 -6.672674366452781E-021 
          40          99  2.360836162604431E-007 -1.922853594386023E-020 
          40         100  2.828703958164498E-007 -9.881299663876432E-021 
          40         101  3.134578070472134E-007 -1.180088147651052E-020 
          40         102  2.276796484568147E-007 -3.594232335869672E-021 
          40         103  -2.962726842111235E-007 2.223174139713880E-021 
          40         104  -3.115292532694513E-007 2.677808129347602E-020 
          40         105  -3.552723982571412E-007 -9.526953508544434E-021 
          40         106  -3.650513837761885E-007 6.051249838350456E-021 
          40         107  -3.691976418323260E-007 1.896232881313870E-020 
          40         108  -4.253044329342901E-007 2.119518864717199E-020 
          41          37  1.234851470434915E-002 -8.048523238547123E-018 
          41          38  -3.011028915204126E-003 -1.546165455239219E-019 
          41          39  1.231846998853768E-002 -1.323388731579005E-017 
          41          40  -0.140200964277826 -4.018598081440304E-017 
          41          41  0.662707366552040 8.318831141689910E-017 
          41          42  -0.140520220018116 -6.553643605389392E-018 
          41          43  -6.962022930192314E-003 -7.138400906495884E-018 
          41          44  -6.956210104852407E-003 1.909133822656743E-017 
          41          45  2.725597297839079E-002 -8.640128095880542E-019 
          41          46  -0.135768409340284 5.096212064577316E-018 
          41          47  -0.134612327625181 4.307462965828147E-018 
          41          48  2.720233496057438E-002 8.463446509216831E-018 
          41          49  6.435828886618269E-003 -3.687192970850859E-018 
          41          50  -8.202722705227712E-003 -7.014625524386916E-018 
          41          51  1.185178224404592E-002 2.220203774574375E-018 
          41          52  2.479129916118352E-002 -6.037262606614484E-018 
          41          53  1.141972077289477E-002 1.121846963957008E-018 
          41          54  -8.161757491573132E-003 4.366200118615223E-018 
          41          55  -3.485682151787128E-005 -9.002690080944623E-019 
          41          56  -8.939999674578084E-004 -1.342148596092483E-019 
          41          57  -5.099796331654702E-003 1.440262643226485E-018 
          41          58  -4.910996646700426E-003 1.887123302483806E-018 
          41          59  -7.252029463739409E-004 -2.581555533257816E-019 
          41          60  1.191211325920190E-006 1.883443141036571E-019 
          41          61  3.239252965380340E-004 7.283068640547439E-020 
          41          62  7.264848956973991E-004 -1.435476400343195E-019 
          41          63  1.134449633785725E-003 -1.833456214349604E-019 
          41          64  6.442779228765669E-004 -7.718558530027065E-020 
          41          65  2.701240005996437E-004 -1.190551760898591E-019 
          41          66  -2.997798685047269E-004 -1.859601873324926E-019 
          41          67  -2.110690912032036E-004 1.904630977246855E-021 
          41          68  -2.116693685231301E-004 1.078912125858069E-019 
          41          69  -1.890863065202320E-004 3.679459930937051E-020 
          41          70  -1.790807979057541E-004 6.387088927498744E-021 
          41          71  1.745291347522691E-005 3.609396869818250E-020 
          41          72  2.067402629456270E-005 -2.064667560331349E-020 
          41          73  6.249036374186305E-005 2.162876831111423E-020 
          41          74  3.472894435295241E-005 -2.183848532530059E-020 
          41          75  5.203053945029895E-005 -6.798242451371396E-021 
          41          76  2.381627790596727E-005 -6.908595423550639E-020 
          41          77  -1.083474296099950E-005 9.540448837157137E-021 
          41          78  2.558638731532194E-005 2.113351358514823E-020 
          41          79  -1.239836047481342E-005 4.590700960505679E-021 
          41          80  -1.057855899328405E-005 -5.311286135569383E-022 
          41          81  -9.979227911291165E-006 -4.484369014686222E-021 
          41          82  -2.327458273831378E-006 1.337142890906801E-020 
          41          83  -2.308517533305925E-006 3.671820919833120E-021 
          41          84  -1.133950476437294E-005 1.305326203990182E-020 
          41          85  3.635901250214291E-006 -8.249965483254071E-021 
          41          86  2.387467722739875E-006 -1.016243343800883E-020 
          41          87  1.537352241583806E-006 6.552574585990813E-021 
          41          88  1.235173168400410E-006 -7.674067734119527E-021 
          41          89  1.636733878576534E-006 -4.733690716474832E-021 
          41          90  2.622219207490474E-006 -1.402730691554843E-020 
          41          91  -9.042950952677171E-007 4.230460566410882E-021 
          41          92  -3.918472936023615E-007 2.192846690369539E-020 
          41          93  -5.333578943360367E-007 1.798605120901270E-020 
          41          94  -6.194385911124093E-007 8.095623997507754E-021 
          41          95  -4.827651890553154E-007 9.623029111746685E-021 
          41          96  -9.823555721953128E-007 1.443618506627986E-020 
          41          97  3.344677342650093E-007 -1.220112571800160E-020 
          41          98  2.480858265766410E-007 -1.052550643630634E-020 
          41          99  2.872443287150564E-007 -2.055636712501755E-020 
          41         100  2.389299058127309E-007 -1.249985706368735E-020 
          41         101  2.194629989907324E-007 -1.323988511300846E-020 
          41         102  3.174291447226290E-007 -5.403168275718658E-021 
          41         103  -2.684658410259753E-007 8.264911957614245E-021 
          41         104  -2.837848849490318E-007 3.094030483459031E-020 
          41         105  -3.323436975399768E-007 -9.453019380307215E-022 
          41         106  -3.219355915319393E-007 1.318728138060058E-020 
          41         107  -3.414912878421659E-007 2.498514780653517E-020 
          41         108  -4.076666862218179E-007 2.862104326250222E-020 
          42          37  -0.141266176199753 5.017152057233839E-018 
          42          38  1.231025297798809E-002 -9.824728082251519E-018 
          42          39  -3.064386898934849E-003 -5.926294704135479E-019 
          42          40  1.231071811461012E-002 -1.729065218240882E-018 
          42          41  -0.140520220018116 -6.553643605389392E-018 
          42          42  0.662726513427574 -1.357028722105466E-017 
          42          43  2.751583341813941E-002 6.359006712429147E-018 
          42          44  -6.930079274619834E-003 2.343994285318571E-018 
          42          45  -6.888263473395924E-003 -9.448743423368378E-018 
          42          46  2.705976121650951E-002 1.976592559963916E-018 
          42          47  -0.134488702122805 -1.551894251030303E-017 
          42          48  -0.135882660872884 -2.330642949470489E-017 
          42          49  -8.301891672587323E-003 -1.181606086397057E-017 
          42          50  6.403321172063040E-003 6.685443862027416E-018 
          42          51  -8.131252699145743E-003 5.889692432289769E-018 
          42          52  1.164676098704157E-002 -2.269811880171594E-018 
          42          53  2.461420199587543E-002 5.068153401558039E-018 
          42          54  1.196644928398982E-002 1.115346012196106E-018 
          42          55  1.894575405111554E-005 1.392401859267232E-018 
          42          56  -3.395151181657123E-005 -3.250352259637381E-018 
          42          57  -8.853275300712499E-004 -5.969223195063929E-019 
          42          58  -5.018369987066319E-003 -1.351990840886126E-018 
          42          59  -4.957159546029617E-003 -1.218165966175790E-018 
          42          60  -9.382184853402817E-004 1.890245455985501E-018 
          42          61  -3.139296452706996E-004 -2.675719123438967E-019 
          42          62  3.232884577769723E-004 3.133228030953422E-019 
          42          63  7.192878442383523E-004 3.252073278345954E-019 
          42          64  1.136972193468180E-003 2.049351366082358E-019 
          42          65  6.776617212560359E-004 -7.924905033916427E-020 
          42          66  3.262294746136050E-004 -1.315258051780011E-019 
          42          67  2.071278029815402E-005 9.111480778633283E-020 
          42          68  -2.104422781388522E-004 -1.175769426355612E-019 
          42          69  -2.123868826144402E-004 -9.192696590655863E-020 
          42          70  -1.967099564811123E-004 5.681871097911355E-020 
          42          71  -1.871877847175434E-004 -4.550993739080364E-021 
          42          72  9.156580815464593E-006 3.961626585989668E-020 
          42          73  2.695491082812381E-005 -1.883984043267877E-021 
          42          74  6.304436262317526E-005 -8.797392692521656E-020 
          42          75  3.601820124345113E-005 -4.252701649642950E-021 
          42          76  5.480334663657675E-005 -1.400555168999788E-020 
          42          77  2.593987516393270E-005 4.258867228932882E-020 
          42          78  -8.596760475387444E-006 2.758423593114442E-021 
          42          79  -1.181241131345959E-005 6.634777234332301E-021 
          42          80  -1.245134876058120E-005 6.030060692950788E-021 
          42          81  -1.109981747347196E-005 -1.075776427288966E-020 
          42          82  -1.071854986981623E-005 1.811621501492783E-020 
          42          83  -2.762474661283435E-006 8.071671300401240E-021 
          42          84  -3.087564077800327E-006 -1.951327284673805E-020 
          42          85  2.833386919823076E-006 -3.920915337285252E-021 
          42          86  3.603939761425685E-006 -8.048496932028172E-021 
          42          87  2.504781046876745E-006 5.646827102993590E-021 
          42          88  1.688718488546437E-006 -5.944803657496184E-021 
          42          89  1.230671017005176E-006 -2.570855037827221E-021 
          42          90  1.847188210002948E-006 -1.093766082162119E-020 
          42          91  -9.111480270734349E-007 3.504010595828708E-021 
          42          92  -9.256897969834698E-007 1.792149064469832E-020 
          42          93  -4.170528083101579E-007 1.414282721541632E-020 
          42          94  -5.820153999531013E-007 4.696908124328436E-021 
          42          95  -6.058245522180115E-007 6.420987650935303E-021 
          42          96  -5.414571194031204E-007 1.010687225202354E-020 
          42          97  4.120203848939607E-007 -7.088108497009306E-021 
          42          98  2.878396215224064E-007 -6.110529685078334E-021 
          42          99  1.949938935619919E-007 -1.582345199450501E-020 
          42         100  2.859331923628422E-007 -8.457999893507470E-021 
          42         101  1.766699019355670E-007 -9.780370914533928E-021 
          42         102  2.134534502426962E-007 -3.060368816672043E-021 
          42         103  -2.550162762629879E-007 2.830686060493167E-021 
          42         104  -2.460314749923810E-007 2.228621086584452E-020 
          42         105  -2.891955783973591E-007 -6.134086943829468E-021 
          42         106  -2.873915169747747E-007 6.182540895244618E-021 
          42         107  -2.849503450167896E-007 1.640859274504186E-020 
          42         108  -3.581664247021365E-007 1.850854977022845E-020 
          43          37  -0.135904262244712 6.105112271796331E-019 
          43          38  -0.134971630713619 -1.729269324737204E-017 
          43          39  2.717038058587560E-002 -7.371128821316460E-018 
          43          40  -6.841610010112001E-003 -5.181214546479047E-018 
          43          41  -6.962022930192314E-003 -7.138400906495884E-018 
          43          42  2.751583341813941E-002 6.359006712429147E-018 
          43          43  0.673336264325260 -2.388526083638521E-016 
          43          44  -0.151842528229436 -6.063834227290543E-017 
          43          45  1.484463409008645E-002 8.148430807376989E-020 
          43          46  4.133040132071528E-003 -4.614988475017262E-018 
          43          47  1.518719047380085E-002 -2.631531507884384E-017 
          43          48  -0.153272997829450 5.244291392705051E-019 
          43          49  -0.137822573618879 -7.457354997900307E-018 
          43          50  3.473198495593094E-002 7.560583525210374E-018 
          43          51  -1.382764511136772E-002 -1.418194696329869E-017 
          43          52  -1.377710105087072E-002 7.844967209225885E-019 
          43          53  3.402710825927191E-002 1.014324138098725E-017 
          43          54  -0.132684967576217 6.932001739896014E-018 
          43          55  1.180598341041014E-002 2.321042097895081E-018 
          43          56  -9.180779750955798E-003 -5.917621649696724E-018 
          43          57  8.063048330155254E-003 9.714801153266517E-018 
          43          58  -8.974858111744402E-003 6.333574876364413E-018 
          43          59  1.088236021943654E-002 -1.388350205118486E-018 
          43          60  2.467177394650772E-002 1.100510152831449E-017 
          43          61  -1.815764097788494E-003 8.513424415803343E-019 
          43          62  5.030467421895396E-004 1.726140711265044E-018 
          43          63  4.656104652005549E-004 -2.739711217475760E-018 
          43          64  -1.555522483824295E-003 -7.914457331211726E-019 
          43          65  -4.261894641717874E-003 -1.154055765087109E-018 
          43          66  -4.655619428122480E-003 -2.338633783097228E-018 
          43          67  5.189645948178110E-004 3.798099897236519E-019 
          43          68  -6.871121679144154E-004 -3.182042651239218E-019 
          43          69  4.802338498651816E-004 6.156453173902160E-019 
          43          70  8.193825787612675E-004 5.632773111109409E-019 
          43          71  6.738847774463721E-004 1.514221263275749E-019 
          43          72  9.225527064685643E-004 2.585420856901193E-019 
          43          73  5.108089327225559E-005 1.824002566504150E-019 
          43          74  6.003215635850396E-005 -2.603995517357166E-019 
          43          75  -2.621757654332886E-004 3.432291517763115E-019 
          43          76  -1.494831910625229E-004 2.291674599746143E-020 
          43          77  -1.609084391408545E-004 -5.600843599180164E-020 
          43          78  -2.776771156073465E-004 1.993708081692018E-019 
          43          79  -1.061073397468145E-005 4.144930054862679E-021 
          43          80  2.666036329343030E-005 -3.133010408460070E-020 
          43          81  5.736761402097513E-005 -6.461049430717095E-020 
          43          82  3.128362048850075E-005 -9.379051471783567E-021 
          43          83  5.875270356344267E-005 3.221610724914516E-021 
          43          84  2.998332555980089E-005 3.995393442065995E-020 
          43          85  -4.726433944785805E-006 -3.098621446749312E-021 
          43          86  -7.888136517666375E-006 3.541105123325611E-021 
