Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          95          46  -1.026362574299613E-005 1.175102567372184E-020 
          95          47  -1.248469575482224E-005 1.655782652827817E-021 
          95          48  -2.899548243182565E-005 -3.319967928866820E-019 
          95          49  -9.727683025747708E-005 -5.876097379854766E-020 
          95          50  -8.821440079735572E-005 2.351663465278123E-019 
          95          51  -8.302390803413267E-005 6.657437126431526E-019 
          95          52  -2.765245129615262E-005 2.970359639268535E-020 
          95          53  -6.280541179547782E-005 3.911319870943603E-019 
          95          54  -1.194075070390452E-005 4.817391623512171E-020 
          95          55  -3.168615592856757E-006 -9.225847799617503E-020 
          95          56  -3.900752349528294E-005 -2.309699556521170E-019 
          95          57  -2.291735731267398E-005 -3.614908875523062E-020 
          95          58  -6.643771303313304E-005 2.719913906626132E-019 
          95          59  -1.427133171476965E-004 -4.931716536302461E-020 
          95          60  -2.031553337026103E-005 1.736761323003946E-019 
          95          61  -4.292631427704554E-005 1.210317831249223E-019 
          95          62  -4.029203007443524E-005 -8.810262728368243E-019 
          95          63  -1.772363371869599E-004 -2.960551534957586E-019 
          95          64  7.581832907232001E-005 -5.193512921056691E-020 
          95          65  1.682006903244063E-005 2.955980672133712E-019 
          95          66  -1.176999206132873E-004 -4.593024004285224E-019 
          95          67  -3.598868252194721E-004 -2.121484512705088E-018 
          95          68  -9.467103263394533E-005 -2.636608962407138E-019 
          95          69  -5.452954050363947E-005 2.796254445100153E-021 
          95          70  -2.764408287466060E-004 6.525820424109287E-020 
          95          71  -1.288341024338997E-004 -3.782342192535276E-019 
          95          72  -8.454239901961836E-005 -4.096258727308410E-019 
          95          73  1.316047444119264E-005 -1.689843806756584E-019 
          95          74  3.717919405082329E-004 7.112991393696495E-019 
          95          75  6.778845332638181E-005 5.368769050875604E-019 
          95          76  -2.698832491465735E-005 3.554876052963073E-019 
          95          77  3.483787612061888E-004 8.608333375138954E-020 
          95          78  1.919021012617254E-004 3.378265066409356E-019 
          95          79  3.037733209407076E-004 -4.084874494449444E-018 
          95          80  -5.883581425204071E-004 2.782248778877470E-019 
          95          81  -9.535794469840893E-004 3.883605893243857E-019 
          95          82  -2.038486789157851E-003 -3.301315911347251E-018 
          95          83  4.976424452885978E-004 1.857748337162717E-018 
          95          84  1.705681007929222E-003 -1.848157728387470E-019 
          95          85  1.946760218536471E-003 -1.607442746250223E-017 
          95          86  2.640916400399569E-004 -1.164707095204737E-018 
          95          87  -1.514668239810125E-005 -4.861689863169355E-018 
          95          88  2.116143987034576E-003 1.971632427268168E-018 
          95          89  -5.561287067314072E-002 9.201715304056422E-018 
          95          90  -4.894011414576967E-002 9.912344303735980E-017 
          95          91  5.919379671187298E-004 8.347580206984722E-018 
          95          92  8.331860603450542E-004 -6.287663627514489E-019 
          95          93  5.089402480342161E-004 3.465622897318368E-018 
          95          94  -7.638573993011998E-002 5.084982811741205E-018 
          95          95  0.421076445975190 -1.343512084082194E-018 
          95          96  -5.558594172302362E-002 -2.102062182240939E-018 
          95          97  -2.126311645155145E-003 -3.948343992449576E-019 
          95          98  -4.562086691370825E-003 -1.769400069747549E-018 
          95          99  3.256043491901897E-003 -6.088288209231667E-019 
          95         100  -8.115555197065259E-002 4.032875218255633E-019 
          95         101  -7.101015272380344E-002 -3.277888794177355E-018 
          95         102  2.368349659255108E-003 3.232139545818643E-019 
          95         103  -2.116318679935974E-003 -5.742089588231044E-019 
          95         104  -4.409388506799717E-003 1.825926725542253E-019 
          95         105  -1.273461502913862E-004 -2.465307870058558E-020 
          95         106  1.892040549542026E-003 1.122636944999045E-019 
          95         107  -6.818765906093734E-005 -2.905717707843914E-019 
          95         108  -1.988391663268552E-003 -3.807141276271852E-019 
          96          37  1.039670220471092E-005 -1.143133366598523E-020 
          96          38  -2.878163289367218E-005 2.966618933568187E-019 
          96          39  3.273894861332876E-006 7.260255742295630E-020 
          96          40  -1.227183262493340E-005 1.892004250610312E-019 
          96          41  1.015247415778225E-005 9.789056198436332E-020 
          96          42  -2.261018089239135E-005 -3.137879888315732E-021 
          96          43  -3.654069705362060E-006 1.284878600443531E-019 
          96          44  -1.802586843609643E-005 3.839741323870389E-020 
          96          45  -6.019927762457961E-006 -2.244920744343943E-019 
          96          46  -3.597115692810397E-005 1.970651455936030E-019 
          96          47  -2.226065169216823E-005 -1.467566874463497E-019 
          96          48  -3.993330336540616E-006 1.785977015512396E-019 
          96          49  8.044649467044197E-006 1.311987432820293E-019 
          96          50  -1.909639569489270E-005 1.640060806466771E-020 
          96          51  7.297185378897290E-006 6.312148789128580E-020 
          96          52  -2.747535657843624E-005 1.363118540745747E-019 
          96          53  -6.812367416472567E-006 2.402203594605261E-021 
          96          54  -2.074421712849164E-005 -5.727918240620981E-020 
          96          55  -1.518768841531451E-005 5.895584647278195E-020 
          96          56  -2.327101523036659E-005 9.611385017424355E-020 
          96          57  -1.736704750040279E-006 -4.434191362178268E-020 
          96          58  -3.168018688646252E-005 -6.050926383864973E-020 
          96          59  -2.729561567259811E-005 7.210486959886524E-020 
          96          60  -6.470220566357507E-005 -3.467383893468946E-019 
          96          61  -8.549479716127485E-005 -3.667973084426030E-019 
          96          62  -1.258475111171114E-004 5.775107788063474E-019 
          96          63  1.797300457961088E-005 -1.564699967332190E-019 
          96          64  -7.538521962418475E-005 -3.267374516414200E-020 
          96          65  7.494646412028018E-005 1.089150405747196E-019 
          96          66  -5.555212756107050E-006 3.939985107849065E-019 
          96          67  -1.061411511624295E-004 -4.108192463811155E-019 
          96          68  -3.262722868254941E-004 1.264576175633924E-018 
          96          69  -1.193056685827040E-004 3.102306220864378E-019 
          96          70  -2.510528297116702E-004 1.283565540377902E-018 
          96          71  -1.706648128411308E-004 1.291989339565422E-019 
          96          72  -2.143354117163821E-004 7.696701144005867E-019 
          96          73  -2.518826758025617E-004 1.392408183878335E-019 
          96          74  -1.183897670777715E-004 -3.250005346816359E-018 
          96          75  3.687486402952102E-004 1.742107946418850E-018 
          96          76  -2.203419012053042E-004 -3.940493562139055E-019 
          96          77  1.641227931984531E-004 -5.642571724511350E-019 
          96          78  3.221062411442845E-004 -3.003518661277280E-019 
          96          79  1.582114062111822E-003 -1.514866964769820E-018 
          96          80  9.297022724775375E-005 7.741761438983108E-018 
          96          81  -2.056524346547000E-003 -7.238301108803878E-018 
          96          82  -1.073367260060184E-003 2.531286872892456E-018 
          96          83  -6.633322216394892E-004 1.870876670163660E-018 
          96          84  2.903600384029071E-004 -8.387027853857801E-018 
          96          85  -5.862199632403318E-002 1.250412186703014E-017 
          96          86  1.966752498959041E-003 5.049626925949581E-019 
          96          87  -1.617007178516464E-005 -2.194509204594029E-018 
          96          88  -3.326334164487626E-004 9.653579813143503E-018 
          96          89  1.836480386103888E-003 7.421331988189388E-018 
          96          90  -5.041954716899995E-002 -2.043106985081949E-016 
          96          91  -7.616897199291331E-002 -1.630312074661491E-016 
          96          92  -4.411544809200194E-005 -1.891034414329885E-019 
          96          93  9.273024452777955E-004 1.109603698544839E-018 
          96          94  -1.547768618834349E-004 1.980405714713108E-018 
          96          95  -5.558594172302362E-002 -2.102062182240939E-018 
          96          96  0.420967652820523 -1.611286190118413E-018 
          96          97  3.632876009803456E-003 2.681050080054375E-019 
          96          98  -4.576102212405780E-003 -2.908049250986457E-019 
          96          99  -1.051102711384243E-003 -1.651478142484730E-018 
          96         100  2.570927451156833E-003 3.015536515588469E-019 
          96         101  -6.696680028254737E-002 1.447961390601591E-018 
          96         102  -7.925397554788328E-002 2.519225799564469E-019 
          96         103  -4.446837094637148E-003 -2.567060775251495E-018 
