Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          70         104  -3.694048163965602E-004 3.712353327649307E-020 
          70         105  -4.461084480180551E-004 -2.066415375374987E-019 
          70         106  -4.793562564506572E-004 -9.015257218474321E-020 
          70         107  -2.171934757186463E-004 1.484504647379309E-020 
          70         108  -2.805045370613976E-004 4.498434863582803E-020 
          71          37  -5.444843949937164E-004 1.069722447942661E-019 
          71          38  -4.293000493453093E-004 7.443110795070840E-020 
          71          39  -1.870353125145638E-004 4.583213104129572E-020 
          71          40  -1.443409243528829E-003 -5.086369230685449E-019 
          71          41  -6.213181367355585E-004 -8.439610208109940E-020 
          71          42  -7.232217651715620E-004 1.239476140237127E-019 
          71          43  -1.347569671269388E-003 -1.134958083040091E-020 
          71          44  -7.998169723650170E-004 -2.113617879287347E-019 
          71          45  -4.196420200940210E-004 -5.282666854156286E-019 
          71          46  -4.569491394129111E-004 6.973022030544324E-020 
          71          47  -1.454596147937530E-004 9.116063971435987E-021 
          71          48  -1.044867383520112E-003 1.281579744668119E-019 
          71          49  -1.546269290247515E-003 8.148698824113229E-019 
          71          50  3.493790114733058E-004 -3.992945425627495E-020 
          71          51  -5.916826411385807E-004 3.194346327913183E-020 
          71          52  -4.746273848587054E-004 9.336323183273617E-020 
          71          53  4.917878490375142E-004 -3.978665417369656E-019 
          71          54  -3.057118954168077E-003 1.398665628417874E-020 
          71          55  6.143250801355551E-004 1.928193753375381E-019 
          71          56  -1.993097054397410E-003 3.355463885804698E-019 
          71          57  -7.998007315680085E-004 2.489776490695253E-019 
          71          58  -2.766285105891000E-004 2.552858500810505E-019 
          71          59  6.260599206310259E-004 -3.465308819009050E-019 
          71          60  1.702647893142625E-003 2.168212007787860E-019 
          71          61  2.248962129484154E-003 -1.778259460515832E-018 
          71          62  -1.593385234696798E-003 -2.436217727892857E-018 
          71          63  -1.060265042255450E-003 6.452386256370386E-019 
          71          64  2.334987791760977E-003 -3.193653132373928E-018 
          71          65  -6.868824110144560E-002 1.392647324853737E-018 
          71          66  -7.066251129991181E-002 1.443096365892278E-018 
          71          67  9.526047410353429E-004 -9.199315340008054E-019 
          71          68  -2.408813391202408E-006 1.772291421981579E-019 
          71          69  1.135551601830575E-003 1.606687489451763E-018 
          71          70  -5.981329296491143E-002 -7.358484376260716E-018 
          71          71  0.420929725920825 -4.631724486454190E-018 
          71          72  -7.505327581628196E-002 -3.570266592991454E-018 
          71          73  -5.281577326622068E-005 -1.209465372477365E-018 
          71          74  9.375019766636442E-006 -5.103023927307951E-019 
          71          75  1.794346291465461E-003 4.957431156461271E-019 
          71          76  -6.131001280795772E-002 4.372530885251781E-018 
          71          77  -6.065347943809291E-002 -4.107857669281482E-018 
          71          78  2.152298568093043E-003 4.700921488156595E-018 
          71          79  -4.501340904174090E-004 3.690791596900696E-019 
          71          80  -2.118205480698300E-004 7.208826604541338E-019 
          71          81  8.115962092184061E-004 -6.269620166459747E-019 
          71          82  1.141239243939728E-003 -3.224078864803103E-019 
          71          83  7.063927933980089E-004 3.843542513643122E-020 
          71          84  -6.510075372563710E-004 1.148167172506749E-018 
          71          85  1.569802298787767E-004 -8.251892160272948E-020 
          71          86  2.330519149633462E-004 1.417287954759912E-019 
          71          87  -3.599573598112259E-004 -3.685507782147566E-019 
          71          88  -1.204830423328836E-003 4.766613809311833E-019 
          71          89  3.219836740162391E-004 2.127889022343494E-019 
          71          90  1.492987921292369E-004 -2.451796075908340E-019 
          71          91  1.635431765130466E-005 -3.851547904367860E-021 
          71          92  -1.130832462872215E-004 2.169651027745776E-020 
          71          93  -3.249786735087861E-004 6.512379639608248E-020 
          71          94  -6.635660049572849E-005 2.372101555987868E-019 
          71          95  -1.288341024338997E-004 -3.782342192535276E-019 
          71          96  -1.706648128411308E-004 1.291989339565422E-019 
          71          97  -1.501430211634815E-004 -1.086240310316680E-018 
          71          98  -1.309493433700241E-004 4.474034668212697E-019 
          71          99  -6.456340977103259E-006 4.592533396019557E-020 
          71         100  -2.501072887381525E-004 -7.485945627051654E-020 
          71         101  -1.105912641681427E-004 1.826669394161928E-019 
          71         102  -6.408653098388368E-004 1.072935015550920E-018 
          71         103  -1.978791162052444E-004 2.198791132518902E-020 
          71         104  -1.458174591124115E-004 5.221493122648182E-020 
          71         105  -9.672807444196476E-005 9.122124752708215E-021 
          71         106  -2.655659541317189E-004 8.125557247543026E-020 
          71         107  -4.790554490383814E-004 6.692152996102684E-020 
          71         108  -5.005712226791004E-004 4.481444205817278E-019 
          72          37  -4.517108493457251E-004 -1.148296408802000E-020 
          72          38  -7.416272545059598E-004 3.167791931875468E-020 
          72          39  -3.098712512246581E-004 -1.896145097434003E-021 
          72          40  -5.612366892751053E-004 2.221667164904980E-019 
          72          41  -2.336237327308206E-004 4.481960676797473E-019 
          72          42  -1.794524627054331E-003 -5.149929587172385E-019 
          72          43  -7.312091687553368E-004 4.845069813475227E-019 
          72          44  -1.719991293080769E-003 -9.247908990981059E-019 
          72          45  -1.424513513338266E-003 4.298103559081677E-019 
          72          46  -7.649926661306218E-004 3.542500823535766E-019 
          72          47  -4.438880720382032E-004 -2.202101931068651E-019 
          72          48  -5.539975550568457E-004 -5.796724985189845E-020 
          72          49  -1.344367805748152E-003 -1.068383405276361E-019 
          72          50  -3.546286150077823E-003 5.280370878258578E-019 
          72          51  5.200640357547772E-004 -6.002975846188955E-019 
          72          52  -1.060256040154100E-003 2.869271636336720E-019 
          72          53  -1.552714597845525E-004 -2.461265895549976E-019 
          72          54  2.841918055196335E-004 2.836209804957464E-019 
          72          55  1.558591193152104E-003 5.466728489457162E-019 
          72          56  4.869300394361314E-004 2.078730886202928E-019 
          72          57  -2.676469341490005E-004 -1.645547625157123E-019 
          72          58  -1.274089561538565E-003 -7.181981018452445E-019 
          72          59  -2.641060411297949E-003 8.274863574370294E-019 
          72          60  8.151652837605415E-004 6.674676817811019E-019 
          72          61  -6.150499875251657E-002 9.149588102935614E-018 
          72          62  2.107970426583242E-003 -2.172327227451117E-018 
          72          63  -9.911463731171848E-004 1.213484493294737E-018 
          72          64  -2.058436057187106E-003 3.159433162294550E-018 
          72          65  3.110491566140813E-003 5.337143328019498E-018 
          72          66  -7.503254420437833E-002 -3.017782829536510E-017 
          72          67  -5.890116695289753E-002 1.455736811637279E-018 
          72          68  1.021971986364922E-003 3.164657875129341E-018 
          72          69  2.633179089411866E-004 1.829824624059477E-018 
          72          70  1.025786358795895E-003 1.434556955797088E-018 
          72          71  -7.505327581628196E-002 -3.570266592991454E-018 
          72          72  0.421033158826800 5.578342611787364E-019 
          72          73  1.837812818871714E-003 -3.121789684995991E-019 
          72          74  3.270185382757135E-004 5.651756742756475E-019 
          72          75  -5.091273613703396E-004 1.309053092849988E-018 
          72          76  2.053388008920351E-003 1.071791304150411E-018 
          72          77  -6.129609210208583E-002 -1.036497868199063E-017 
          72          78  -5.903203020771629E-002 -7.445350057042389E-019 
          72          79  -3.146005993503523E-004 -6.259362713893103E-019 
          72          80  -7.985815680235406E-004 -4.215872500519194E-020 
          72          81  -7.264479646667622E-004 2.206701356813781E-019 
          72          82  8.686833524047490E-004 -3.149347739135229E-019 
          72          83  1.293357167020516E-003 6.951955964574277E-019 
          72          84  8.971799697090297E-004 1.067521099474771E-018 
          72          85  8.246456863905098E-005 4.750143418578065E-019 
          72          86  3.806219643655686E-004 2.785293268214257E-019 
          72          87  1.616572506459440E-004 -1.340644117840424E-019 
          72          88  -6.090989907940874E-004 -1.878005567801351E-019 
          72          89  -5.968527345630194E-004 -1.762612510627148E-019 
          72          90  2.266373417998839E-004 -5.035048440773959E-020 
          72          91  -2.864147335954879E-004 7.024858821161722E-021 
          72          92  -2.871900522139099E-004 7.337621863885516E-020 
          72          93  -7.506437781814492E-005 4.445806060964736E-020 
          72          94  -4.955779549745942E-004 3.038886221488892E-020 
          72          95  -8.454239901961836E-005 -4.096258727308410E-019 
          72          96  -2.143354117163821E-004 7.696701144005867E-019 
          72          97  -9.328000232712884E-006 4.639137081779224E-019 
          72          98  -2.172707514393437E-004 -1.350028573723926E-019 
          72          99  1.373240224019000E-005 -1.113332895011106E-019 
          72         100  -1.201206644530842E-004 -7.167071941030097E-020 
          72         101  -2.541038298330621E-004 1.159552195175945E-019 
          72         102  -4.503575100766800E-004 1.703514745643571E-018 
          72         103  -2.738789837065977E-004 8.255783940406370E-020 
          72         104  -3.013678908498022E-004 1.601970374753016E-019 
          72         105  -1.960567182538169E-004 -7.078954485106337E-020 
          72         106  -3.894922899385971E-004 2.127029265816090E-019 
          72         107  -5.290000465365167E-004 1.249394457807546E-019 
          72         108  -5.975777035850584E-004 -1.086678441057122E-019 
          73          37  -1.625720487931761E-003 3.902556202464115E-019 
          73          38  -4.705852611616043E-004 1.838370045579879E-019 
          73          39  -1.335115690611121E-003 1.680987762011957E-019 
          73          40  -1.035356498049034E-004 1.058536176113919E-019 
          73          41  -1.694833580097183E-003 1.014233420838524E-019 
          73          42  -5.981248184178106E-004 2.446413597053604E-019 
          73          43  -1.854390556961053E-004 4.743946641391776E-020 
          73          44  -8.514666360650036E-004 -7.375724925817693E-020 
          73          45  -1.236671038112671E-003 -8.169002888725030E-021 
          73          46  -7.144962411036834E-005 9.866129759066341E-020 
          73          47  -6.055748234120717E-004 -1.805317845797301E-020 
          73          48  -1.805253423329866E-004 1.631444331304101E-019 
          73          49  -1.900119958789670E-003 2.489734849705769E-019 
          73          50  -6.078438333518714E-004 -1.200341169088331E-019 
          73          51  -1.985206099207783E-003 -2.752805962634610E-019 
          73          52  -4.132351543658621E-004 4.340540825130417E-019 
          73          53  -1.377149966466697E-003 -1.941447456005625E-019 
          73          54  -2.722331552082701E-004 1.073356118006747E-020 
          73          55  1.361285738558513E-004 -1.670578620176628E-019 
          73          56  -1.046138070136567E-003 -3.365229252394979E-019 
          73          57  -1.958604371616386E-004 -1.647082355486444E-019 
          73          58  1.688102831940900E-004 -5.196323564603694E-019 
          73          59  -6.885910368187227E-004 -3.982525873555207E-020 
          73          60  1.056979758749519E-004 -6.056482493621884E-020 
          73          61  4.032698845554411E-004 -2.616365798878020E-019 
          73          62  1.879036310815622E-003 -1.901323971455616E-019 
          73          63  2.607387523589875E-006 -4.816883618659646E-020 
          73          64  -1.001268265389655E-003 -9.539296569781758E-019 
          73          65  -2.123912795451901E-003 -2.685357167473437E-019 
          73          66  -3.361570738152737E-004 -2.213579663669074E-018 
          73          67  -6.160933332313478E-002 4.126244781713467E-018 
          73          68  -6.433056313393094E-002 1.272877586871744E-018 
          73          69  1.669046226470629E-003 -6.890526319206003E-019 
          73          70  -8.264595606673678E-004 2.246808881764576E-018 
          73          71  -5.281577326622068E-005 -1.209465372477365E-018 
          73          72  1.837812818871714E-003 -3.121789684995991E-019 
          73          73  0.420812947065820 2.171060698031854E-017 
          73          74  -6.705861319467360E-002 7.108505136365918E-019 
          73          75  1.201718765676314E-003 -3.309589668324479E-018 
          73          76  2.635976206203815E-004 9.734921270241846E-019 
          73          77  8.625984187671405E-004 4.336995958082456E-018 
          73          78  -6.482425736776637E-002 4.652104595375817E-018 
          73          79  -6.346043450180253E-002 5.036658918904402E-018 
          73          80  2.052534206479244E-003 -6.285661417016059E-018 
          73          81  -1.665365835138664E-004 1.029143323141010E-018 
          73          82  -1.821404760915821E-004 4.257248789919897E-018 
          73          83  1.500092669906059E-003 -7.121124738973157E-019 
          73          84  -5.813209263702974E-002 6.732506517624697E-018 
          73          85  6.474325205838318E-004 -7.845686811659921E-019 
          73          86  -3.728094868164296E-004 1.312745377322582E-019 
          73          87  -2.044912146822773E-003 3.301340213991016E-019 
          73          88  -7.976747479407915E-004 -8.698026666397050E-019 
          73          89  4.882268720271797E-004 -3.658186397251472E-019 
          73          90  1.858780522588066E-003 1.888582536746943E-018 
          73          91  3.423593432716568E-004 -1.523987726487871E-019 
          73          92  9.508459305789893E-005 1.635384504873364E-019 
          73          93  1.444928909512761E-004 1.161940004592631E-019 
          73          94  2.876962329675848E-004 5.067743264023200E-019 
          73          95  1.316047444119264E-005 -1.689843806756584E-019 
          73          96  -2.518826758025617E-004 1.392408183878335E-019 
          73          97  -1.166708790076597E-003 9.360106978667601E-020 
          73          98  -6.260880426662860E-004 3.345951750773524E-019 
          73          99  -1.271662915836781E-003 -6.565740616357088E-018 
          73         100  -5.089726661502027E-004 -9.915232924613795E-020 
          73         101  -1.812553559273207E-003 1.795957316731149E-019 
          73         102  -8.184368596362814E-004 7.679964679281311E-019 
          73         103  1.629388197533657E-005 4.489488436822159E-019 
          73         104  1.804523079491285E-004 1.356965769703474E-019 
          73         105  -2.242003579603785E-004 -2.051651508461568E-019 
          73         106  -1.697043624868879E-004 -2.689874839779784E-019 
          73         107  -4.324314522499705E-004 -9.698153151958957E-020 
          73         108  -3.800332321519947E-004 4.538661299484360E-019 
          74          37  -5.791087863982826E-004 -1.796273886762258E-019 
          74          38  -1.296054260020125E-003 -1.475802109447700E-019 
          74          39  -7.065228422421096E-004 1.871182416183686E-019 
          74          40  -4.092064996005189E-004 -9.876046488365143E-020 
          74          41  -7.568594222410138E-004 -2.469159573077620E-019 
          74          42  -5.070619809005731E-004 -1.809559861553010E-020 
          74          43  -9.181570819038593E-005 7.022595635601826E-020 
          74          44  -4.169666204317600E-004 -1.964096248299124E-019 
          74          45  -4.902452609781023E-004 3.003912867401816E-019 
          74          46  -9.570366335441042E-004 1.973371903887560E-019 
          74          47  -1.017320302249172E-003 -3.599203505356335E-019 
          74          48  -1.391543029369495E-004 7.995240535320681E-020 
          74          49  -7.625255268485263E-004 9.465648026481646E-020 
          74          50  -6.475466956009017E-004 -8.607694240423504E-020 
          74          51  -3.882885466324320E-004 -1.862360066393921E-019 
          74          52  -1.603819148574732E-003 -3.993657703421852E-020 
          74          53  -3.782655322206368E-004 2.752351432739365E-020 
          74          54  -3.655209675388679E-004 -1.935754215792408E-019 
          74          55  -6.076725217071039E-005 -4.062633200973788E-020 
          74          56  1.841550718706527E-004 -2.773929102942121E-019 
          74          57  6.449752925364445E-005 1.318043524041278E-020 
          74          58  8.517325557061183E-005 -1.672935551501882E-019 
          74          59  1.893010953527440E-004 -1.839152056098199E-020 
          74          60  -4.943253610149790E-006 -7.055658951129261E-020 
          74          61  -8.275531768993109E-004 -8.341430643275009E-019 
          74          62  7.977746323789933E-004 -2.753484372357560E-020 
          74          63  1.695464176289449E-003 8.667098741042540E-019 
          74          64  6.930524614150326E-004 -1.496737659446916E-018 
          74          65  -4.375865166218992E-004 4.188783054586781E-020 
          74          66  -2.023406888341798E-003 -3.870481805760760E-019 
          74          67  1.941156845933680E-003 -5.264621666891210E-019 
          74          68  -6.376375092484879E-002 2.848693308749664E-018 
          74          69  -6.313821067024204E-002 5.234093165344529E-018 
          74          70  1.478390413231220E-003 -1.767149670461111E-019 
          74          71  9.375019766636442E-006 -5.103023927307951E-019 
          74          72  3.270185382757135E-004 5.651756742756475E-019 
          74          73  -6.705861319467360E-002 7.108505136365918E-019 
          74          74  0.420768054271921 3.809922305355825E-018 
          74          75  -6.560123823438271E-002 1.729280933305075E-018 
          74          76  9.856733201311267E-004 2.190177773138212E-019 
          74          77  2.070885066122264E-004 -2.582885325223418E-018 
          74          78  6.537864135417454E-004 -3.955397454760681E-018 
          74          79  -5.805702257413731E-002 2.780731208420560E-018 
          74          80  -6.222627212612043E-002 -5.098663028109825E-018 
          74          81  1.963512047919306E-003 -3.033282210889014E-018 
          74          82  1.964385159023186E-004 7.577949693462110E-019 
          74          83  2.508043184485385E-004 8.710814407593636E-019 
          74          84  1.429949499484393E-003 6.084594777951252E-019 
          74          85  1.616521132129478E-003 6.405760525779517E-019 
          74          86  4.852830341799225E-004 3.517805052851230E-019 
          74          87  -7.683501631024314E-004 4.013529254670040E-019 
          74          88  -2.429704129208868E-003 2.639427154246978E-019 
          74          89  -6.749123366995656E-004 -5.510572351282821E-019 
          74          90  7.087249862140065E-004 2.509443191731546E-019 
          74          91  1.877118291767619E-004 -2.501147464723420E-019 
          74          92  3.736452974720523E-004 -3.161738161049959E-019 
          74          93  -3.141820111166047E-004 -7.349913724369580E-020 
          74          94  -1.708565925540490E-004 -3.157624766003467E-018 
          74          95  3.717919405082329E-004 7.112991393696495E-019 
          74          96  -1.183897670777715E-004 -3.250005346816359E-018 
          74          97  -5.694464560351372E-004 3.280459660777057E-018 
          74          98  -6.479180930362548E-004 8.352416398425954E-019 
          74          99  -5.473617094481884E-004 3.053009527360732E-019 
          74         100  -8.117354544602944E-004 -5.961969024499378E-019 
          74         101  -6.599295069583079E-004 3.024109181677080E-019 
          74         102  -2.488409661887347E-003 -1.452010216982839E-018 
          74         103  -6.267219702011675E-004 2.546648657873772E-019 
          74         104  -4.089815806869583E-004 5.078659406367611E-019 
          74         105  -1.968771573699487E-004 -1.361913833540845E-019 
          74         106  -6.890515774701957E-004 8.916974237560798E-019 
          74         107  -1.280773803678272E-003 -7.685237003316886E-019 
          74         108  -1.275700103907673E-003 2.592040071456154E-019 
          75          37  -1.302108319026139E-003 1.594815150300203E-021 
          75          38  -5.471044943113965E-004 3.001493516938902E-020 
          75          39  -1.130901051783879E-003 -5.641841151627451E-019 
          75          40  -3.479199830359241E-004 -7.545519230164529E-020 
          75          41  -1.567214884710842E-003 -3.182601157360222E-019 
          75          42  7.483591316010884E-007 4.745193654982765E-019 
          75          43  -3.713367249009610E-004 -1.275812792410867E-019 
          75          44  -1.034004722548060E-004 -9.462980627578890E-020 
          75          45  -5.204609986905805E-004 1.477709783959956E-020 
          75          46  -2.578276952342463E-004 -5.624882508728015E-021 
          75          47  -5.931033127041881E-004 8.683471096089506E-020 
          75          48  -3.412024773317940E-004 -8.316450841330753E-020 
          75          49  -1.620836284101884E-003 2.354026232029957E-019 
          75          50  -1.552091917783369E-004 -4.997003688605518E-020 
          75          51  -1.418457694893765E-003 -9.195334875619514E-020 
          75          52  -3.429216736027586E-004 -6.359325600827728E-021 
          75          53  -1.335415492878700E-003 -2.835648387148463E-019 
          75          54  -2.202209042803471E-004 8.471514854067107E-020 
          75          55  -3.197867017309279E-004 -6.567113469220852E-020 
          75          56  -2.951105462842117E-004 -3.982857384162114E-019 
          75          57  3.886417147841944E-004 -1.510439247436994E-019 
          75          58  -6.756924532336562E-004 -1.915612275028885E-019 
          75          59  -1.010988202961495E-003 -8.797403860130129E-020 
          75          60  2.801058819194547E-004 3.664205924701426E-020 
          75          61  -1.514558052001587E-003 -1.164884381185176E-019 
          75          62  -4.132242349817443E-004 4.926902352698156E-019 
          75          63  9.363338801173737E-005 8.626239393977467E-020 
          75          64  2.345023776304460E-003 -1.439128840070224E-018 
          75          65  3.107240032233113E-004 -1.906117153111849E-019 
          75          66  -6.637926042125707E-004 9.877780598942016E-019 
          75          67  -6.515587664818645E-004 -3.776377365971506E-018 
          75          68  1.450580764919118E-003 2.800912759413913E-018 
          75          69  -6.641346018924575E-002 -2.664074380680704E-018 
          75          70  -6.856793936167796E-002 -1.837505951507145E-017 
          75          71  1.794346291465461E-003 4.957431156461271E-019 
          75          72  -5.091273613703396E-004 1.309053092849988E-018 
          75          73  1.201718765676314E-003 -3.309589668324479E-018 
          75          74  -6.560123823438271E-002 1.729280933305075E-018 
          75          75  0.420942377608843 -2.072873623022784E-017 
          75          76  -6.463517151673848E-002 -1.945013017988254E-018 
          75          77  1.168708461041439E-003 2.005016622325632E-018 
          75          78  4.275937991339807E-004 -1.476463686425036E-018 
          75          79  1.757761977190625E-003 -1.448816551966135E-018 
          75          80  -6.111008014247172E-002 6.401187795054059E-018 
          75          81  -5.896111121514759E-002 -2.408901726303529E-018 
          75          82  1.325236455441025E-003 9.787730001712169E-019 
          75          83  2.338631005580593E-005 1.959324214229132E-018 
          75          84  -5.285458956510772E-005 -1.059474584267349E-018 
          75          85  6.619229279493690E-004 6.544751868126753E-019 
          75          86  2.053902956385864E-003 7.513282524762917E-020 
          75          87  5.689219410801153E-004 4.108185532714882E-019 
          75          88  -7.763463266104502E-004 -3.402093966877685E-019 
          75          89  -1.519062818101191E-003 -4.108427515262143E-019 
          75          90  -1.149662519665360E-003 -7.774801605458313E-019 
          75          91  4.002934513919745E-005 2.448211619394624E-020 
          75          92  -2.534805832347472E-005 5.876493969311179E-020 
          75          93  4.614078511069225E-004 2.924801279425922E-019 
          75          94  1.851414311462906E-004 -8.164240901287839E-020 
          75          95  6.778845332638181E-005 5.368769050875604E-019 
          75          96  3.687486402952102E-004 1.742107946418850E-018 
          75          97  -1.589481268268699E-003 2.533393518061668E-019 
          75          98  -9.654384216709909E-004 7.545828517822825E-020 
          75          99  -1.130471555425740E-003 -8.875359148709815E-020 
          75         100  -5.824929950459739E-004 -1.552388816447175E-019 
          75         101  -1.221487448746648E-003 -5.108819089532403E-020 
          75         102  -8.800361292176356E-004 8.328118585088758E-019 
          75         103  -4.386036894401903E-004 3.643085894068015E-019 
          75         104  -2.688744496363427E-004 2.040948657938231E-019 
          75         105  4.259043887413057E-005 9.463177178341578E-020 
          75         106  1.605159601619088E-004 -3.856824285492114E-019 
          75         107  -2.874286724074171E-004 2.139551336980727E-019 
          75         108  -2.520190307442109E-004 2.985651338554018E-019 
          76          37  -7.199399646741523E-004 1.634210264450093E-019 
          76          38  -3.599260842709760E-004 1.511295625724895E-019 
          76          39  -4.411590968549068E-004 -2.917707677484113E-019 
          76          40  -1.320287683733280E-003 -6.856733782384879E-021 
          76          41  -9.263908699609262E-004 -2.694711624386666E-019 
          76          42  -5.688635901307469E-004 1.921628965692817E-019 
          76          43  -1.092651651274679E-003 -5.038599284603878E-020 
          76          44  -4.685274696513931E-004 -3.417570546085964E-019 
          76          45  -4.155910421509546E-004 6.690436623506085E-020 
          76          46  -2.966989329152030E-004 5.658156220113305E-020 
          76          47  -1.840467704987962E-004 -4.139348497534602E-020 
          76          48  -1.098163291478130E-003 -2.886933251125410E-019 
          76          49  -6.591514542965023E-004 1.472026125661927E-019 
          76          50  -6.954845939766805E-004 1.827995476286776E-019 
          76          51  -7.891289868673455E-004 1.229856625186004E-019 
          76          52  -3.162922804434360E-004 -7.173886166193193E-020 
          76          53  -2.933938110116640E-004 -4.680076102567194E-019 
          76          54  -1.727320584040971E-003 -1.560683121049468E-019 
          76          55  2.455433960380507E-004 -1.031881686806392E-019 
          76          56  -2.549059956027830E-004 -4.411280712089726E-019 
          76          57  -1.260392615115956E-004 -1.853313896853309E-019 
          76          58  2.780754892654220E-004 1.432620598242472E-019 
          76          59  3.160808908942751E-004 -2.233038782719101E-020 
          76          60  -2.429762061973027E-004 -1.731233919456394E-019 
          76          61  -6.342906226925598E-004 -1.306613094104945E-018 
          76          62  -2.121018304068116E-003 4.047592940102200E-019 
          76          63  -8.825629814419266E-004 7.413903495140612E-019 
          76          64  5.347908048650197E-004 2.138804578600964E-019 
          76          65  1.707697089269416E-003 -3.313440789096787E-019 
          76          66  8.786136676601411E-004 4.835023422835882E-019 
          76          67  4.029505226473206E-004 -4.019624044990150E-018 
          76          68  1.951763248691756E-005 1.580850335976393E-018 
          76          69  1.447568590526155E-003 4.454592023739523E-018 
          76          70  -6.271385893623252E-002 -2.330836164602110E-019 
          76          71  -6.131001280795772E-002 4.372530885251781E-018 
          76          72  2.053388008920351E-003 1.071791304150411E-018 
          76          73  2.635976206203815E-004 9.734921270241846E-019 
          76          74  9.856733201311267E-004 2.190177773138212E-019 
          76          75  -6.463517151673848E-002 -1.945013017988254E-018 
          76          76  0.420742244451857 -1.684303334810796E-017 
          76          77  -6.682877355884723E-002 -4.391173479911011E-018 
          76          78  5.913553148243065E-004 -4.081048274804168E-018 
          76          79  2.357827827759975E-004 -1.521950278912487E-021 
          76          80  2.056342272798224E-003 -2.352452306749106E-018 
          76          81  -6.365310591629339E-002 -7.932043745528535E-018 
          76          82  -5.904788005960068E-002 5.813099866618117E-018 
          76          83  1.502708734150457E-003 9.515163022871160E-019 
          76          84  2.439527544463294E-004 -3.110012832367455E-018 
          76          85  -3.551641621395200E-004 -1.808474341421866E-018 
          76          86  5.227697534732967E-004 4.199741542706914E-019 
          76          87  1.795131555974385E-003 4.203055921418609E-019 
          76          88  6.995310499018558E-004 -4.704026246087175E-019 
          76          89  -1.057240825371175E-003 3.658474860088148E-019 
          76          90  -2.695466370818082E-003 1.139504538103546E-018 
          76          91  4.247073946086465E-004 -1.867395844168640E-019 
          76          92  -6.186433708663801E-005 -1.033811826035242E-019 
          76          93  2.149058599681422E-004 4.192037508886808E-019 
          76          94  3.631516168425596E-004 -2.639040359047410E-019 
          76          95  -2.698832491465735E-005 3.554876052963073E-019 
          76          96  -2.203419012053042E-004 -3.940493562139055E-019 
          76          97  -7.504452763954135E-004 1.298505052465869E-018 
          76          98  -2.580752967164693E-003 2.062876724219373E-019 
          76          99  -4.408409126412617E-004 3.051357619318688E-019 
          76         100  -8.893832405729768E-004 -5.231773454029617E-019 
          76         101  -6.257756618654755E-004 2.769043728259465E-019 
          76         102  -6.572036034835872E-004 1.271047405692248E-018 
          76         103  -1.186157440776989E-003 -1.476886079207893E-019 
          76         104  -1.260651612510788E-003 5.731472180873481E-019 
          76         105  -5.617588907590944E-004 -5.319838805998397E-019 
          76         106  -3.125474315346766E-004 -4.699981898445875E-019 
          76         107  -2.197135111985792E-004 -1.258522833041078E-019 
          76         108  -7.511596168947757E-004 -4.676280282934561E-019 
          77          37  -1.705737183506905E-003 -6.939455245347056E-020 
          77          38  -1.706217287574685E-004 2.259490082462595E-019 
          77          39  -1.273704942855275E-003 -1.231496403946799E-019 
          77          40  -6.142424220909025E-004 1.394506979946605E-019 
          77          41  -1.875249345488643E-003 -5.159830054408509E-020 
          77          42  -4.660850233228038E-004 3.481266885056303E-019 
          77          43  -6.711351610992767E-004 -1.330037276383089E-019 
          77          44  -5.587371447302891E-004 -5.696856822316260E-019 
          77          45  -1.185662388974008E-003 -3.521775865273932E-020 
          77          46  1.508596525662015E-004 1.050402375249584E-019 
          77          47  -2.283421932862254E-004 4.547540682991110E-020 
          77          48  -8.068817711869284E-004 7.551211993508287E-020 
          77          49  -2.191211657094587E-003 4.638798785811656E-019 
          77          50  -6.229599439277660E-004 1.238460780123100E-019 
          77          51  -1.869849791145519E-003 -3.343523129230888E-019 
          77          52  -2.445397823498159E-004 1.215331064042129E-019 
          77          53  -1.373194210727774E-003 -4.225454699425787E-019 
          77          54  -5.469214479049212E-004 -7.359786992862588E-020 
          77          55  -6.981679452710580E-004 -4.168810960587840E-020 
          77          56  -4.979370240910655E-005 -3.910647731299552E-019 
          77          57  -1.326270726214477E-004 -2.150007234265949E-019 
          77          58  -2.566970673638648E-004 -1.161375225765175E-019 
          77          59  1.431996550441174E-004 -2.414716213449329E-019 
          77          60  -1.534882668032632E-004 5.916759413691150E-020 
          77          61  1.156699512384364E-004 -3.409695575590151E-019 
          77          62  -8.089465124525399E-004 -4.583331776369312E-019 
          77          63  -2.219487546616961E-003 -4.088921671706953E-020 
          77          64  -6.314409103151864E-004 -1.153621075665829E-019 
          77          65  -6.530047379797022E-005 -2.758050557358422E-019 
          77          66  1.691107949032296E-003 -1.773199870416445E-018 
          77          67  1.978004827100401E-003 -1.492607486511150E-020 
          77          68  -1.548246749271982E-004 -1.013192871507884E-018 
          77          69  -5.165755140449217E-004 -4.935510439457274E-019 
          77          70  1.451690220642790E-003 6.057453847891633E-019 
          77          71  -6.065347943809291E-002 -4.107857669281482E-018 
          77          72  -6.129609210208583E-002 -1.036497868199063E-017 
          77          73  8.625984187671405E-004 4.336995958082456E-018 
          77          74  2.070885066122264E-004 -2.582885325223418E-018 
          77          75  1.168708461041439E-003 2.005016622325632E-018 
          77          76  -6.682877355884723E-002 -4.391173479911011E-018 
          77          77  0.420806986738713 1.822870232115494E-017 
